ndex_id,name_english,name_german,name_french,name_spanish,name_italian,name_japanese,name_japanese_romanized,name_korean,name_korean_romanized,name_chinese_traditional,name_chinese_simplified,name_chinese_romanized,identifier
500,Emboar,Flambirex,Roitiflam,Emboar,Emboar,エンブオー,Enbuō,염무왕,Yeommuwang,炎武王,炎武王,Yánwǔwáng,emboar
501,Oshawott,Ottaro,Moustillon,Oshawott,Oshawott,ミジュマル,Mijumaru,수댕이,Sudaengi,水水獺,水水獭,Shuǐshuǐtà,oshawott
502,Dewott,Zwottronin,Mateloutre,Dewott,Dewott,フタチマル,Futachimaru,쌍검자비,Ssanggeomjabi,雙刃丸,双刃丸,Shuāngrènwán,dewott
503,Samurott,Admurai,Clamiral,Samurott,Samurott,ダイケンキ,Daikenki,대검귀,Daegeomgwi,大劍鬼,大剑鬼,Dàjiànguǐ,samurott
504,Patrat,Nagelotz,Ratentif,Patrat,Patrat,ミネズミ,Minezumi,보르쥐,Boreujwi,探探鼠,探探鼠,Tàntànshǔ,patrat
505,Watchog,Kukmarda,Miradar,Watchog,Watchog,ミルホッグ,Miruhoggu,보르그,Boreugeu,步哨鼠,步哨鼠,Bùshàoshǔ,watchog
506,Lillipup,Yorkleff,Ponchiot,Lillipup,Lillipup,ヨーテリー,Yōterī,요테리,Yoteri,小約克,小约克,Xiǎoyuēkè,lillipup
507,Herdier,Terribark,Ponchien,Herdier,Herdier,ハーデリア,Hāderia,하데리어,Haderieo,哈約克,哈约克,Hāyuēkè,herdier
508,Stoutland,Bissbark,Mastouffe,Stoutland,Stoutland,ムーランド,Mūrando,바랜드,Baraendeu,長毛狗,长毛狗,Chángmáogǒu,stoutland
509,Purrloin,Felilou,Chacripan,Purrloin,Purrloin,チョロネコ,Choroneko,쌔비냥,Ssaebinyang,扒手貓,扒手猫,Páshǒumāo,purrloin
510,Liepard,Kleoparda,Léopardus,Liepard,Liepard,レパルダス,Reparudasu,레파르다스,Repareudaseu,酷豹,酷豹,Kùbào,liepard
511,Pansage,Vegimak,Feuillajou,Pansage,Pansage,ヤナップ,Yanappu,야나프,Yanapeu,花椰猴,花椰猴,Huāyéhóu,pansage
512,Simisage,Vegichita,Feuiloutan,Simisage,Simisage,ヤナッキー,Yanakkī,야나키,Yanaki,花椰猿,花椰猿,Huāyéyuán,simisage
513,Pansear,Grillmak,Flamajou,Pansear,Pansear,バオップ,Baoppu,바오프,Baopeu,爆香猴,爆香猴,Bàoxiānghóu,pansear
514,Simisear,Grillchita,Flamoutan,Simisear,Simisear,バオッキー,Baokkī,바오키,Baoki,爆香猿,爆香猿,Bàoxiāngyuán,simisear
515,Panpour,Sodamak,Flotajou,Panpour,Panpour,ヒヤップ,Hiyappu,앗차프,Atchapeu,冷水猴,冷水猴,Lěngshuǐhóu,panpour
516,Simipour,Sodachita,Flotoutan,Simipour,Simipour,ヒヤッキー,Hiyakkī,앗차키,Atchaki,冷水猿,冷水猿,Lěngshuǐyuán,simipour
517,Munna,Somniam,Munna,Munna,Munna,ムンナ,Munna,몽나,Mongna,食夢夢,食梦梦,Shímèngmèng,munna
518,Musharna,Somnivora,Mushana,Musharna,Musharna,ムシャーナ,Mushāna,몽얌나,Mongyamna,夢夢蝕,梦梦蚀,Mèngmèngshí,musharna
519,Pidove,Dusselgurr,Poichigeon,Pidove,Pidove,マメパト,Mamepato,콩둘기,Kongdulgi,豆豆鴿,豆豆鸽,Dòudòugē,pidove
520,Tranquill,Navitaub,Colombeau,Tranquill,Tranquill,ハトーボー,Hatōbō,유토브,Yutobeu,咕咕鴿,咕咕鸽,Gūgūgē,tranquill
521,Unfezant,Fasasnob,Déflaisan,Unfezant,Unfezant,ケンホロウ,Kenhorō,켄호로우,Kenhorou,高傲雉雞,高傲雉鸡,Gāo'àozhìjī,unfezant
522,Blitzle,Elezeba,Zébibron,Blitzle,Blitzle,シママ,Shimama,줄뮤마,Julmyuma,斑斑馬,斑斑马,Bānbānmǎ,blitzle
523,Zebstrika,Zebritz,Zéblitz,Zebstrika,Zebstrika,ゼブライカ,Zeburaika,제브라이카,Jebeuraika,雷電斑馬,雷电斑马,Léidiànbānmǎ,zebstrika
524,Roggenrola,Kiesling,Nodulithe,Roggenrola,Roggenrola,ダンゴロ,Dangoro,단굴,Dangul,石丸子,石丸子,Shíwánzi,roggenrola
525,Boldore,Sedimantur,Géolithe,Boldore,Boldore,ガントル,Gantoru,암트르,Amteureu,地幔岩,地幔岩,Dìmànyán,boldore
526,Gigalith,Brockoloss,Gigalithe,Gigalith,Gigalith,ギガイアス,Gigaiasu,기가이어스,Gigaieoseu,龐岩怪,庞岩怪,Pángyánguài,gigalith
527,Woobat,Fleknoil,Chovsourir,Woobat,Woobat,コロモリ,Koromori,또르박쥐,Ttoreubakjwi,滾滾蝙蝠,滚滚蝙蝠,Gǔngǔnbiānfú,woobat
528,Swoobat,Fletiamo,Rhinolove,Swoobat,Swoobat,ココロモリ,Kokoromori,맘박쥐,Mambakjwi,心蝙蝠,心蝙蝠,Xīnbiānfú,swoobat
529,Drilbur,Rotomurf,Rototaupe,Drilbur,Drilbur,モグリュー,Moguryū,두더류,Dudeoryu,螺釘地鼠,螺钉地鼠,Luódīngdìshǔ,drilbur
530,Excadrill,Stalobor,Minotaupe,Excadrill,Excadrill,ドリュウズ,Doryūzu,몰드류,Moldeuryu,龍頭地鼠,龙头地鼠,Lóngtóudìshǔ,excadrill
531,Audino,Ohrdoch,Nanméouïe,Audino,Audino,タブンネ,Tabunne,다부니,Dabuni,差不多娃娃,差不多娃娃,Chàbùduōwáwá,audino
532,Timburr,Praktibalk,Charpenti,Timburr,Timburr,ドッコラー,Dokkorā,으랏차,Euratcha,搬運小匠,搬运小匠,Bānyùnxiǎojiàng,timburr
533,Gurdurr,Strepoli,Ouvrifier,Gurdurr,Gurdurr,ドテッコツ,Dotekkotsu,토쇠골,Tosoegol,鐵骨土人,铁骨土人,Tiěgǔtǔrén,gurdurr
534,Conkeldurr,Meistagrif,Bétochef,Conkeldurr,Conkeldurr,ローブシン,Rōbushin,노보청,Nobocheong,修建老匠,修建老匠,Xiūjiànlǎojiàng,conkeldurr
535,Tympole,Schallquap,Tritonde,Tympole,Tympole,オタマロ,Otamaro,동챙이,Dongchaengi,圓蝌蚪,圆蝌蚪,Yuánkēdǒu,tympole
536,Palpitoad,Mebrana,Batracné,Palpitoad,Palpitoad,ガマガル,Gamagaru,두까비,Dukkabi,藍蟾蜍,蓝蟾蜍,Lánchánchú,palpitoad
537,Seismitoad,Branawarz,Crapustule,Seismitoad,Seismitoad,ガマゲロゲ,Gamageroge,두빅굴,Dubikgul,蟾蜍王,蟾蜍王,Chánchúwáng,seismitoad
538,Throh,Jiutesto,Judokrak,Throh,Throh,ナゲキ,Nageki,던지미,Deonjimi,投摔鬼,投摔鬼,Tóushuāiguǐ,throh
539,Sawk,Karadonis,Karaclée,Sawk,Sawk,ダゲキ,Dageki,타격귀,Tagyeokgwi,打擊鬼,打击鬼,Dǎjíguǐ,sawk
540,Sewaddle,Strawickl,Larveyette,Sewaddle,Sewaddle,クルミル,Kurumiru,두르보,Dureubo,蟲寶包,虫宝包,Chóngbǎobāo,sewaddle
541,Swadloon,Folikon,Couverdure,Swadloon,Swadloon,クルマユ,Kurumayu,두르쿤,Dureukun,寶包繭,宝包茧,Bǎobāojiǎn,swadloon
542,Leavanny,Matrifol,Manternel,Leavanny,Leavanny,ハハコモリ,Hahakomori,모아머,Moameo,保母蟲,保姆虫,Bǎomǔchóng,leavanny
543,Venipede,Toxiped,Venipatte,Venipede,Venipede,フシデ,Fushide,마디네,Madine,百足蜈蚣,百足蜈蚣,Bǎizúwúgōng,venipede
544,Whirlipede,Rollum,Scobolide,Whirlipede,Whirlipede,ホイーガ,Hoīga,휠구,Hwilgu,車輪毬,车轮球,Chēlúnqiú,whirlipede
545,Scolipede,Cerapendra,Brutapode,Scolipede,Scolipede,ペンドラー,Pendorā,펜드라,Pendeura,蜈蚣王,蜈蚣王,Wúgōngwáng,scolipede
546,Cottonee,Waumboll,Doudouvet,Cottonee,Cottonee,モンメン,Monmen,소미안,Somian,木棉球,木棉球,Mùmiánqiú,cottonee
547,Whimsicott,Elfun,Farfaduvet,Whimsicott,Whimsicott,エルフーン,Erufūn,엘풍,Elpung,風妖精,风妖精,Fēngyāojing,whimsicott
548,Petilil,Lilminip,Chlorobule,Petilil,Petilil,チュリネ,Churine,치릴리,Chirilli,百合根娃娃,百合根娃娃,Bǎihégēnwáwá,petilil
549,Lilligant,Dressella,Fragilady,Lilligant,Lilligant,ドレディア,Doredia,드레디어,Deuredieo,裙兒小姐,裙儿小姐,Qún'érxiǎojiě,lilligant
550,Basculin,Barschuft,Bargantua,Basculin,Basculin,バスラオ,Basurao,배쓰나이,Baesseunai,野蠻鱸魚,野蛮鲈鱼,Yěmánlúyú,basculin
551,Sandile,Ganovil,Mascaïman,Sandile,Sandile,メグロコ,Meguroko,깜눈크,Kkamnunkeu,黑眼鱷,黑眼鳄,Hēiyǎn'è,sandile
552,Krokorok,Rokkaiman,Escroco,Krokorok,Krokorok,ワルビル,Warubiru,악비르,Akbireu,混混鱷,混混鳄,Hùnhun'è,krokorok
553,Krookodile,Rabigator,Crocorible,Krookodile,Krookodile,ワルビアル,Warubiaru,악비아르,Akbiareu,流氓鱷,流氓鳄,Liúmáng'è,krookodile
554,Darumaka,Flampion,Darumarond,Darumaka,Darumaka,ダルマッカ,Darumakka,달막화,Dalmakhwa,火紅不倒翁,火红不倒翁,Huǒhóngbùdǎowēng,darumaka
555,Darmanitan,Flampivian,Darumacho,Darmanitan,Darmanitan,ヒヒダルマ,Hihidaruma,불비달마,Bulbidalma,達摩狒狒,达摩狒狒,Dámófèifèi,darmanitan
556,Maractus,Maracamba,Maracachi,Maractus,Maractus,マラカッチ,Marakatchi,마라카치,Marakachi,沙鈴仙人掌,沙铃仙人掌,Shālíngxiānrénzhǎng,maractus
557,Dwebble,Lithomith,Crabicoque,Dwebble,Dwebble,イシズマイ,Ishizumai,돌살이,Dolsari,石居蟹,石居蟹,Shíjūxiè,dwebble
558,Crustle,Castellith,Crabaraque,Crustle,Crustle,イワパレス,Iwaparesu,암팰리스,Ampaelliseu,岩殿居蟹,岩殿居蟹,Yándiànjūxiè,crustle
559,Scraggy,Zurrokex,Baggiguane,Scraggy,Scraggy,ズルッグ,Zuruggu,곤율랭,Gonyullaeng,滑滑小子,滑滑小子,Huáhuáxiǎozi,scraggy
560,Scrafty,Irokex,Baggaïd,Scrafty,Scrafty,ズルズキン,Zuruzukin,곤율거니,Gonyulgeoni,頭巾混混,头巾混混,Tóujīnhùnhun,scrafty
561,Sigilyph,Symvolara,Cryptéro,Sigilyph,Sigilyph,シンボラー,Shinborā,심보러,Simboreo,象徵鳥,象征鸟,Xiàngzhēngniǎo,sigilyph
562,Yamask,Makabaja,Tutafeh,Yamask,Yamask,デスマス,Desumasu,데스마스,Deseumaseu,哭哭面具,哭哭面具,Kūkūmiànjù,yamask
563,Cofagrigus,Echnatoll,Tutankafer,Cofagrigus,Cofagrigus,デスカーン,Desukān,데스니칸,Deseunikan,死神棺,迭失棺,Sǐshénguān,cofagrigus
564,Tirtouga,Galapaflos,Carapagos,Tirtouga,Tirtouga,プロトーガ,Purotōga,프로토가,Peurotoga,原蓋海龜,原盖海龟,Yuángàihǎiguī,tirtouga
565,Carracosta,Karippas,Mégapagos,Carracosta,Carracosta,アバゴーラ,Abagōra,늑골라,Neukgolla,肋骨海龜,肋骨海龟,Lèigǔhǎiguī,carracosta
566,Archen,Flapteryx,Arkéapti,Archen,Archen,アーケン,Āken,아켄,Aken,始祖小鳥,始祖小鸟,Shǐzǔxiǎoniǎo,archen
567,Archeops,Aeropteryx,Aéroptéryx,Archeops,Archeops,アーケオス,Ākeosu,아케오스,Akeoseu,始祖大鳥,始祖大鸟,Shǐzǔdàniǎo,archeops
568,Trubbish,Unratütox,Miamiasme,Trubbish,Trubbish,ヤブクロン,Yabukuron,깨봉이,Kkaebongi,破破袋,破破袋,Pòpòdài,trubbish
569,Garbodor,Deponitox,Miasmax,Garbodor,Garbodor,ダストダス,Dasutodasu,더스트나,Deoseuteuna,灰塵山,灰尘山,Huīchénshān,garbodor
570,Zorua,Zorua,Zorua,Zorua,Zorua,ゾロア,Zoroa,조로아,Joroa,索羅亞,索罗亚,Suǒluóyǎ,zorua
571,Zoroark,Zoroark,Zoroark,Zoroark,Zoroark,ゾロアーク,Zoroāku,조로아크,Joroakeu,索羅亞克,索罗亚克,Suǒluóyǎkè,zoroark
572,Minccino,Picochilla,Chinchidou,Minccino,Minccino,チラーミィ,Chirāmī,치라미,Chirami,泡沫栗鼠,泡沫栗鼠,Pàomòlìshǔ,minccino
573,Cinccino,Chillabell,Pashmilla,Cinccino,Cinccino,チラチーノ,Chirachīno,치라치노,Chirachino,奇諾栗鼠,奇诺栗鼠,Qínuòlìshǔ,cinccino
574,Gothita,Mollimorba,Scrutella,Gothita,Gothita,ゴチム,Gochimu,고디탱,Goditaeng,哥德寶寶,哥德宝宝,Gēdébǎobao,gothita
575,Gothorita,Hypnomorba,Mesmérella,Gothorita,Gothorita,ゴチミル,Gochimiru,고디보미,Godibomi,哥德小童,哥德小童,Gēdéxiǎotóng,gothorita
576,Gothitelle,Morbitesse,Sidérella,Gothitelle,Gothitelle,ゴチルゼル,Gochiruzeru,고디모아젤,Godimoajel,哥德小姐,哥德小姐,Gēdéxiǎojiě,gothitelle
577,Solosis,Monozyto,Nucléos,Solosis,Solosis,ユニラン,Yuniran,유니란,Yuniran,單卵細胞球,单卵细胞球,Dānluǎnxìbāoqiú,solosis
578,Duosion,Mitodos,Méios,Duosion,Duosion,ダブラン,Daburan,듀란,Dyuran,雙卵細胞球,双卵细胞球,Shuāngluǎnxìbāoqiú,duosion
579,Reuniclus,Zytomega,Symbios,Reuniclus,Reuniclus,ランクルス,Rankurusu,란쿨루스,Rankulluseu,人造細胞卵,人造细胞卵,Rénzàoxìbāoluǎn,reuniclus
580,Ducklett,Piccolente,Couaneton,Ducklett,Ducklett,コアルヒー,Koaruhī,꼬지보리,Kkojibori,鴨寶寶,鸭宝宝,Yābǎobao,ducklett
581,Swanna,Swaroness,Lakmécygne,Swanna,Swanna,スワンナ,Suwanna,스완나,Seuwanna,舞天鵝,舞天鹅,Wǔtiān'é,swanna
582,Vanillite,Gelatini,Sorbébé,Vanillite,Vanillite,バニプッチ,Baniputchi,바닐프티,Banilpeuti,迷你冰,迷你冰,Mínǐbīng,vanillite
583,Vanillish,Gelatroppo,Sorboul,Vanillish,Vanillish,バニリッチ,Baniritchi,바닐리치,Banillichi,多多冰,多多冰,Duōduōbīng,vanillish
584,Vanilluxe,Gelatwino,Sorbouboul,Vanilluxe,Vanilluxe,バイバニラ,Baibanira,배바닐라,Baebanilla,雙倍多多冰,双倍多多冰,Shuāngbèiduōduōbīng,vanilluxe
585,Deerling,Sesokitz,Vivaldaim,Deerling,Deerling,シキジカ,Shikijika,사철록,Sacheollok,四季鹿,四季鹿,Sìjìlù,deerling
586,Sawsbuck,Kronjuwild,Haydaim,Sawsbuck,Sawsbuck,メブキジカ,Mebukijika,바라철록,Baracheollok,萌芽鹿,萌芽鹿,Méngyálù,sawsbuck
587,Emolga,Emolga,Emolga,Emolga,Emolga,エモンガ,Emonga,에몽가,Emongga,電飛鼠,电飞鼠,Diànfēishǔ,emolga
588,Karrablast,Laukaps,Carabing,Karrablast,Karrablast,カブルモ,Kaburumo,딱정곤,Ttakjeonggon,蓋蓋蟲,盖盖虫,Gàigàichóng,karrablast
589,Escavalier,Cavalanzas,Lançargot,Escavalier,Escavalier,シュバルゴ,Shubarugo,슈바르고,Syubareugo,騎士蝸牛,骑士蜗牛,Qíshìguāniú,escavalier
590,Foongus,Tarnpignon,Trompignon,Foongus,Foongus,タマゲタケ,Tamagetake,깜놀버슬,Kkamnolbeoseul,哎呀球菇,哎呀球菇,Āiyāqiúgū,foongus
591,Amoonguss,Hutsassa,Gaulet,Amoonguss,Amoonguss,モロバレル,Morobareru,뽀록나,Pporongna,敗露球菇,败露球菇,Bàilùqiúgū,amoonguss
592,Frillish,Quabbel,Viskuse,Frillish,Frillish,プルリル,Pururiru,탱그릴,Taenggeuril,輕飄飄,轻飘飘,Qīngpiāopiāo,frillish
593,Jellicent,Apoquallyp,Moyade,Jellicent,Jellicent,ブルンゲル,Burungeru,탱탱겔,Taengtaenggel,胖嘟嘟,胖嘟嘟,Pàngdūdū,jellicent
594,Alomomola,Mamolida,Mamanbo,Alomomola,Alomomola,ママンボウ,Mamanbō,맘복치,Mambokchi,保母曼波,保姆曼波,Bǎomǔmànbō,alomomola
595,Joltik,Wattzapf,Statitik,Joltik,Joltik,バチュル,Bachuru,파쪼옥,Pajjook,電電蟲,电电虫,Diàndiànchóng,joltik
596,Galvantula,Voltula,Mygavolt,Galvantula,Galvantula,デンチュラ,Denchura,전툴라,Jeontulla,電蜘蛛,电蜘蛛,Diànzhīzhū,galvantula
597,Ferroseed,Kastadur,Grindur,Ferroseed,Ferroseed,テッシード,Tesshīdo,철시드,Cheolsideu,種子鐵球,种子铁球,Zhǒngzǐtiěqiú,ferroseed
598,Ferrothorn,Tentantel,Noacier,Ferrothorn,Ferrothorn,ナットレイ,Nattorei,너트령,Neoteuryeong,堅果啞鈴,坚果哑铃,Jiānguǒyǎlíng,ferrothorn
599,Klink,Klikk,Tic,Klink,Klink,ギアル,Giaru,기어르,Gieoreu,齒輪兒,齿轮儿,Chǐlún'ér,klink
600,Klang,Kliklak,Clic,Klang,Klang,ギギアル,Gigiaru,기기어르,Gigieoreu,齒輪組,齿轮组,Chǐlúnzǔ,klang
601,Klinklang,Klikdiklak,Cliticlic,Klinklang,Klinklang,ギギギアル,Gigigiaru,기기기어르,Gigigieoreu,齒輪怪,齿轮怪,Chǐlúnguài,klinklang
602,Tynamo,Zapplardin,Anchwatt,Tynamo,Tynamo,シビシラス,Shibishirasu,저리어,Jeorieo,麻麻小魚,麻麻小鱼,Mámáxiǎoyú,tynamo
603,Eelektrik,Zapplalek,Lampéroie,Eelektrik,Eelektrik,シビビール,Shibibīru,저리릴,Jeoriril,麻麻鰻,麻麻鳗,Mámámán,eelektrik
604,Eelektross,Zapplarang,Ohmassacre,Eelektross,Eelektross,シビルドン,Shibirudon,저리더프,Jeorideopeu,麻麻鰻魚王,麻麻鳗鱼王,Mámámányúwáng,eelektross
605,Elgyem,Pygraulon,Lewsor,Elgyem,Elgyem,リグレー,Rigurē,리그레,Rigeure,小灰怪,小灰怪,Xiǎohuīguài,elgyem
606,Beheeyem,Megalon,Neitram,Beheeyem,Beheeyem,オーベム,Ōbemu,벰크,Bemkeu,大宇怪,大宇怪,Dàyǔguài,beheeyem
607,Litwick,Lichtel,Funécire,Litwick,Litwick,ヒトモシ,Hitomoshi,불켜미,Bulkyeomi,燭光靈,烛光灵,Zhúguānglíng,litwick
608,Lampent,Laternecto,Mélancolux,Lampent,Lampent,ランプラー,Ranpurā,램프라,Raempeura,燈火幽靈,灯火幽灵,Dēnghuǒyōulíng,lampent
609,Chandelure,Skelabra,Lugulabre,Chandelure,Chandelure,シャンデラ,Shandera,샹델라,Syangdella,水晶燈火靈,水晶灯火灵,Shuǐjīngdēnghuǒlíng,chandelure
610,Axew,Milza,Coupenotte,Axew,Axew,キバゴ,Kibago,터검니,Teogeomni,牙牙,牙牙,Yáyá,axew
611,Fraxure,Sharfax,Incisache,Fraxure,Fraxure,オノンド,Onondo,액슨도,Aekseundo,斧牙龍,斧牙龙,Fǔyálóng,fraxure
612,Haxorus,Maxax,Tranchodon,Haxorus,Haxorus,オノノクス,Ononokusu,액스라이즈,Aekseuraijeu,雙斧戰龍,双斧战龙,Shuāngfǔzhànlóng,haxorus
613,Cubchoo,Petznief,Polarhume,Cubchoo,Cubchoo,クマシュン,Kumashun,코고미,Kogomi,噴嚏熊,喷嚏熊,Pēntìxióng,cubchoo
614,Beartic,Siberio,Polagriffe,Beartic,Beartic,ツンベアー,Tsunbeā,툰베어,Tunbeeo,凍原熊,冻原熊,Dòngyuánxióng,beartic
615,Cryogonal,Frigometri,Hexagel,Cryogonal,Cryogonal,フリージオ,Furījio,프리지오,Peurijio,幾何雪花,几何雪花,Jǐhéxuěhuā,cryogonal
616,Shelmet,Schnuthelm,Escargaume,Shelmet,Shelmet,チョボマキ,Chobomaki,쪼마리,Jjomari,小嘴蝸,小嘴蜗,Xiǎozuǐguā,shelmet
617,Accelgor,Hydragil,Limaspeed,Accelgor,Accelgor,アギルダー,Agirudā,어지리더,Eojirideo,敏捷蟲,敏捷虫,Mǐnjiéchóng,accelgor
618,Stunfisk,Flunschlik,Limonde,Stunfisk,Stunfisk,マッギョ,Maggyo,메더,Medeo,泥巴魚,泥巴鱼,Níbāyú,stunfisk
619,Mienfoo,Lin-Fu,Kungfouine,Mienfoo,Mienfoo,コジョフー,Kojofū,비조푸,Bijopu,功夫鼬,功夫鼬,Gōngfuyòu,mienfoo
620,Mienshao,Wie-Shu,Shaofouine,Mienshao,Mienshao,コジョンド,Kojondo,비조도,Bijodo,師父鼬,师父鼬,Shīfuyòu,mienshao
621,Druddigon,Shardrago,Drakkarmin,Druddigon,Druddigon,クリムガン,Kurimugan,크리만,Keuriman,赤面龍,赤面龙,Chìmiànlóng,druddigon
622,Golett,Golbit,Gringolem,Golett,Golett,ゴビット,Gobitto,골비람,Golbiram,泥偶小人,泥偶小人,Ní'ǒuxiǎorén,golett
623,Golurk,Golgantes,Golemastoc,Golurk,Golurk,ゴルーグ,Gorūgu,골루그,Gollugeu,泥偶巨人,泥偶巨人,Ní'ǒujùrén,golurk
624,Pawniard,Gladiantri,Scalpion,Pawniard,Pawniard,コマタナ,Komatana,자망칼,Jamangkal,駒刀小兵,驹刀小兵,Jūdāoxiǎobīng,pawniard
625,Bisharp,Caesurio,Scalproie,Bisharp,Bisharp,キリキザン,Kirikizan,절각참,Jeolgakcham,劈斬司令,劈斩司令,Pīzhǎnsīlìng,bisharp
626,Bouffalant,Bisofank,Frison,Bouffalant,Bouffalant,バッフロン,Baffuron,버프론,Beopeuron,爆炸頭水牛,爆炸头水牛,Bàozhàtóushuǐniú,bouffalant
627,Rufflet,Geronimatz,Furaiglon,Rufflet,Rufflet,ワシボン,Washibon,수리둥보,Suridungbo,毛頭小鷹,毛头小鹰,Máotóuxiǎoyīng,rufflet
628,Braviary,Washakwil,Gueriaigle,Braviary,Braviary,ウォーグル,Wōguru,워글,Wogeul,勇士雄鷹,勇士雄鹰,Yǒngshìxióngyīng,braviary
629,Vullaby,Skallyk,Vostourno,Vullaby,Vullaby,バルチャイ,Baruchai,벌차이,Beolchai,禿鷹丫頭,秃鹰丫头,Tūyīngyātou,vullaby
630,Mandibuzz,Grypheldis,Vaututrice,Mandibuzz,Mandibuzz,バルジーナ,Barujīna,버랜지나,Beoraenjina,禿鷹娜,秃鹰娜,Tūyīngnà,mandibuzz
631,Heatmor,Furnifraß,Aflamanoir,Heatmor,Heatmor,クイタラン,Kuitaran,앤티골,Aentigol,熔蟻獸,熔蚁兽,Róngyǐshòu,heatmor
632,Durant,Fermicula,Fermite,Durant,Durant,アイアント,Aianto,아이앤트,Aiaenteu,鐵蟻,铁蚁,Tiěyǐ,durant
633,Deino,Kapuno,Solochi,Deino,Deino,モノズ,Monozu,모노두,Monodu,單首龍,单首龙,Dānshǒulóng,deino
634,Zweilous,Duodino,Diamat,Zweilous,Zweilous,ジヘッド,Jiheddo,디헤드,Dihedeu,雙首暴龍,双首暴龙,Shuāngshǒubàolóng,zweilous
635,Hydreigon,Trikephalo,Trioxhydre,Hydreigon,Hydreigon,サザンドラ,Sazandora,삼삼드래,Samsamdeurae,三首惡龍,三首恶龙,Sānshǒu'èlóng,hydreigon
636,Larvesta,Ignivor,Pyronille,Larvesta,Larvesta,メラルバ,Meraruba,활화르바,Hwalhwareuba,燃燒蟲,燃烧虫,Ránshāochóng,larvesta
637,Volcarona,Ramoth,Pyrax,Volcarona,Volcarona,ウルガモス,Urugamosu,불카모스,Bulkamoseu,火神蛾,火神蛾,Huǒshén'é,volcarona
638,Cobalion,Kobalium,Cobaltium,Cobalion,Cobalion,コバルオン,Kobaruon,코바르온,Kobareuon,勾帕路翁,勾帕路翁,Gōupàlùwēng,cobalion
639,Terrakion,Terrakium,Terrakium,Terrakion,Terrakion,テラキオン,Terakion,테라키온,Terakion,代拉基翁,代拉基翁,Dàilājīwēng,terrakion
640,Virizion,Viridium,Viridium,Virizion,Virizion,ビリジオン,Birijion,비리디온,Biridion,畢力吉翁,毕力吉翁,Bìlìjíwēng,virizion
641,Tornadus,Boreos,Boréas,Tornadus,Tornadus,トルネロス,Torunerosu,토네로스,Toneroseu,龍捲雲,龙卷云,Lóngjuǎnyún,tornadus
642,Thundurus,Voltolos,Fulguris,Thundurus,Thundurus,ボルトロス,Borutorosu,볼트로스,Bolteuroseu,雷電雲,雷电云,Léidiànyún,thundurus
643,Reshiram,Reshiram,Reshiram,Reshiram,Reshiram,レシラム,Reshiramu,레시라무,Resiramu,萊希拉姆,莱希拉姆,Láixīlāmǔ,reshiram
644,Zekrom,Zekrom,Zekrom,Zekrom,Zekrom,ゼクロム,Zekuromu,제크로무,Jekeuromu,捷克羅姆,捷克罗姆,Jiékèluómǔ,zekrom
645,Landorus,Demeteros,Démétéros,Landorus,Landorus,ランドロス,Randorosu,랜드로스,Raendeuroseu,土地雲,土地云,Tǔdìyún,landorus
646,Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,キュレム,Kyuremu,큐레무,Kyuremu,酋雷姆,酋雷姆,Qiúléimǔ,kyurem
647,Keldeo,Keldeo,Keldeo,Keldeo,Keldeo,ケルディオ,Kerudio,케르디오,Kereudio,凱路迪歐,凯路迪欧,Kǎilùdí'ōu,keldeo
648,Meloetta,Meloetta,Meloetta,Meloetta,Meloetta,メロエッタ,Meroetta,메로엣타,Meroetta,美洛耶塔,美洛耶塔,Měiluòyétǎ,meloetta
649,Genesect,Genesect,Genesect,Genesect,Genesect,ゲノセクト,Genosekuto,게노세크트,Genosekeuteu,蓋諾賽克特,盖诺赛克特,Gàinuòsàikètè,genesect
650,Chespin,Igamaro,Marisson,Chespin,Chespin,ハリマロン,Harimaron,도치마론,Dochimaron,哈力栗,哈力栗,Hālìlì,chespin
651,Quilladin,Igastarnish,Boguérisse,Quilladin,Quilladin,ハリボーグ,Haribōgu,도치보구,Dochibogu,胖胖哈力,胖胖哈力,Pàngpànghālì,quilladin
652,Chesnaught,Brigaron,Blindépique,Chesnaught,Chesnaught,ブリガロン,Burigaron,브리가론,Beurigaron,布里卡隆,布里卡隆,Bùlǐkǎlóng,chesnaught
653,Fennekin,Fynx,Feunnec,Fennekin,Fennekin,フォッコ,Fokko,푸호꼬,Puhokko,火狐狸,火狐狸,Huǒhúlí,fennekin
654,Braixen,Rutena,Roussil,Braixen,Braixen,テールナー,Tērunā,테르나,Tereuna,長尾火狐,长尾火狐,Chángwěihuǒhú,braixen
655,Delphox,Fennexis,Goupelin,Delphox,Delphox,マフォクシー,Mafokushī,마폭시,Mapoksi,妖火紅狐,妖火红狐,Yāohuǒhónghú,delphox
656,Froakie,Froxy,Grenousse,Froakie,Froakie,ケロマツ,Keromatsu,개구마르,Gaegumareu,呱呱泡蛙,呱呱泡蛙,Guāguāpàowā,froakie
657,Frogadier,Amphizel,Croâporal,Frogadier,Frogadier,ゲコガシラ,Gekogashira,개굴반장,Gaegulbanjang,呱頭蛙,呱头蛙,Guātóuwā,frogadier
658,Greninja,Quajutsu,Amphinobi,Greninja,Greninja,ゲッコウガ,Gekkōga,개굴닌자,Gaegullinja,甲賀忍蛙,甲贺忍蛙,Jiǎhèrěnwā,greninja
