id,identifier,name,generation_id,type_id,power,pp,accuracy,priority,move_target_id,damage_category_id,contest_type_id,contest_effect_id,super_contest_effect_id,name_jp,name_jp_romanized,name_fr,name_ger,name_it,name_es,name_kr,name_kr_romanized,name_cn,name_cn_romanized
765,max-geyser,Max Geyser,8,11,10,10,100,0,3,4,,,,ダイストリーム,Dai Sutorīmu,Hydromax,Dyna-Flut,Dynaflusso,Maxichorro,다이스트림,Dai Stream,極巨水流 / 极巨水流,Jíjù Shuǐliú / Gihkgeuih Séuilàuh
766,max-airstream,Max Airstream,8,3,10,10,100,0,3,4,,,,ダイジェット,Dai Jetto,Aéromax,Dyna-Düse,Dynajet,Maxiciclón,다이제트,Dai Jet,極巨飛衝 / 极巨飞冲,Jíjù Fēichōng / Gihkgeuih Fēichūng
767,max-starfall,Max Starfall,8,18,10,10,100,0,3,4,,,,ダイフェアリー,Dai Fearī,Enchantomax,Dyna-Zauber,Dynafata,Maxiestela,다이페어리,Dai Fairy,極巨妖精 / 极巨妖精,Jíjù Yāojing / Gihkgeuih Yīujīng
768,max-wyrmwind,Max Wyrmwind,8,16,10,10,100,0,3,4,,,,ダイドラグーン,Dai Doragūn,Dracomax,Dyna-Wyrm,Dynadragone,Maxidraco,다이드라군,Dai Dragoon,極巨龍騎 / 极巨龙骑,Jíjù Lóngqí / Gihkgeuih Lùhngkèih
769,max-mindstorm,Max Mindstorm,8,14,10,10,100,0,3,4,,,,ダイサイコ,Dai Saiko,Psychomax,Dyna-Kinese,Dynapsiche,Maxionda,다이사이코,Dai Psycho,極巨超能 / 极巨超能,Jíjù Chāonéng / Gihkgeuih Chīunàhng
770,max-rockfall,Max Rockfall,8,6,10,10,100,0,3,4,,,,ダイロック,Dai Rokku,Lithomax,Dyna-Brocken,Dynamacigno,Maxilito,다이록,Dai Rock,極巨岩石 / 极巨岩石,Jíjù Yánshí / Gihkgeuih Ngàahmsehk
771,max-quake,Max Quake,8,5,10,10,100,0,3,4,,,,ダイアース,Dai Āsu,Sismomax,Dyna-Erdstoß,Dynasisma,Maxitemblor,다이어스,Dai Earth,極巨大地 / 极巨大地,Jíjù Dàdì / Gihkgeuih Daaihdeih
772,max-darkness,Max Darkness,8,17,10,10,100,0,3,4,,,,ダイアーク,Dai Dāku,Sinistromax,Dyna-Dunkel,Dynatenebre,Maxisombra,다이아크,Dai Ark,極巨惡霸 / 极巨恶霸,Jíjù Èbà / Gihkgeuih Okba
773,max-overgrowth,Max Overgrowth,8,12,10,10,100,0,3,4,,,,ダイソウゲン,Dai Sōgen,Phytomax,Dyna-Flora,Dynaflora,Maxiflora,다이그래스,Dai Grass,極巨草原 / 极巨草原,Jíjù Cǎoyuán / Gihkgeuih Chóuyùhn
774,max-steelspike,Max Steelspike,8,9,10,10,100,0,3,4,,,,ダイスチル,Dai Suchiru,Métallomax,Dyna-Stahlzacken,Dynametallo,Maximetal,다이스틸,Dai Steel,極巨鋼鐵 / 极巨钢铁,Jíjù Gāngtiě / Gihkgeuih Gongtit
775,clangorous-soul,Clangorous Soul,8,16,,5,100,0,4,3,,,,ソウルビート,Sōru Bīto,Dracacophonie,Seelentanz,Dracofonia,Estruendo Escama,소울비트,Soul Beat,魂舞烈音爆,Húnwǔ Lièyīnbào / Wàhnmóuh Lihtyāmpaau
776,body-press,Body Press,8,2,80,10,100,0,1,1,,,,ボディプレス,Bodi Puresu,Big Splash,Body Press,Schiacciacorpo,Plancha Corporal,바디프레스,Body Press,撲擊 / 扑击,Pūjí / Pūjī / Pūkgīk
777,decorate,Decorate,8,18,,15,,0,1,3,,,,デコレーション,Dekorēshon,Nappage,Verzierung,Decorazione,Decoración,데코레이션,Decoration,裝飾 / 装饰,Zhuāngshì / Jōngsīk
778,drum-beating,Drum Beating,8,12,80,10,100,0,1,1,,,,ドラムアタック,Doramu Atakku,Tambour Battant,Trommelschläge,Tamburattacco,Batería Asalto,드럼어택,Drum Attack,鼓擊 / 鼓击,Gǔjí / Gǔjī / Gúgīk
779,snap-trap,Snap Trap,8,12,35,15,100,0,1,1,,,,トラバサミ,Torabasami,Troquenard,Fangeisen,Tagliola,Cepo,집게덫,Jipgedeot,捕獸夾 / 捕兽夹,Bǔshòu Jiā / Bouhsau Gaap
780,pyro-ball,Pyro Ball,8,10,120,5,90,0,1,1,,,,かえんボール,Kaen Bōru,Ballon Brûlant,Feuerball,Palla Infuocata,Balón Ígneo,화염볼,Hwayam Ball,火焰球,Huǒyàn Qiú / Fóyihm Kàuh
781,behemoth-blade,Behemoth Blade,8,9,100,5,100,0,1,1,,,,きょじゅうざん,Kyojūzan,Gladius Maximus,Gigantenhieb,Taglio Maestoso,Tajo Supremo,거수참,Gasa Cham,巨獸斬 / 巨兽斩,Jùshòu Zhǎn / Geuihsau Jáam
782,behemoth-bash,Behemoth Bash,8,9,100,5,100,0,1,1,,,,きょじゅうだん,Kyojūdan,Aegis Maxima,Gigantenstoß,Colpo Maestoso,Embate Supremo,거수탄,Gasa Teon,巨獸彈 / 巨兽弹,Jùshòu Dàn / Geuihsau Daahn
783,aura-wheel,Aura Wheel,8,13,110,10,100,0,1,1,,,,オーラぐるま,Ōra Guruma,Roue Libre,Aura-Rad,Ruota d'Aura,Rueda Aural,오라휠,Aura Wheel,氣場輪 / 气场轮,Qìchǎng Lún / Heichèuhng Lèuhn
784,breaking-swipe,Breaking Swipe,8,16,60,15,100,0,10,1,,,,ワイドブレイカー,Waido Bureikā,Abattage,Breitseite,Vastoimpatto,Vasto Impacto,와이드브레이커,Wide Breaker,廣域破壞 / 广域破坏,Guǎngyù Pòhuài / Gwóngwihk Powaaih
785,branch-poke,Branch Poke,8,12,40,40,100,0,1,1,,,,えだづき,Edazuki,Tapotige,Zweigstoß,Ramostoccata,Punzada Rama,가지찌르기,Gaji Jjireugi,木枝突刺,Mùzhī Túcì / Mùzhī Tūcì / Muhkjī Dahtchi
786,overdrive,Overdrive,8,13,80,10,100,0,10,2,,,,オーバードライブ,Ōbādoraibu,Overdrive,Overdrive,Overdrive,Amplificador,오버드라이브,Overdrive,破音,Pòyīn / Poyām
787,apple-acid,Apple Acid,8,12,80,10,100,0,1,2,,,,りんごさん,Ringo San,Acide Malique,Apfelsäure,Acido Malico,Ácido Málico,사과산,Sagwa San,蘋果酸 / 苹果酸,Píngguǒsuān / Pìhnggwósyūn
788,grav-apple,Grav Apple,8,12,80,10,100,0,1,1,,,,Ｇのちから,G no Chikara,Force G,Gravitation,Forza G,Fuerza G,G의힘,G Uihim,萬有引力 / 万有引力,Wànyǒu Yǐnlì / Maahnyáuh Yáhnlihk
789,spirit-break,Spirit Break,8,18,75,15,100,0,1,1,,,,ソウルクラッシュ,Sōru Kurasshu,Choc Émotionnel,Seelenbruch,Frantumanima,Choque Anímico,소울크래시,Soul Crash,靈魂衝擊 / 灵魂冲击,Línghún Chōngjí / Lìhngwàhn Chūnggīk
790,strange-steam,Strange Steam,8,18,90,10,95,0,1,2,,,,ワンダースチーム,Wandā Suchīmu,Vapeur Féérique,Wunderdampf,Vapore Incantato,Cautivapor,원더스팀,Hweondeo Steam,神奇蒸汽,Shénqí Zhēngqì / Sàhnkèih Jīnghei
791,life-dew,Life Dew,8,11,,10,,0,7,3,,,,いのちのしずく,Inochi no Shizuku,Fontaine de Vie,Lebenstropfen,Goccia Vitale,Gota Vital,생명의물방울,Saengmyeonguimulbang-ul,生命水滴,Shēngmìng Shuǐdī / Sāngmihng Séuidihk
792,obstruct,Obstruct,8,17,,10,100,4,4,3,,,,ブロッキング,Burokkingu,Blocage,Abblocker,Sbarramento,Obstrucción,블로킹,Blocking,攔堵 / 拦堵,Lándǔ / Làahndóu
793,false-surrender,False Surrender,8,17,80,10,,0,1,1,,,,どげざつき,Dogeza Tsuki,Fourbette,Kniefalltrick,Supplicolpo,Irreverencia,사죄의찌르기,Sajoeuijjireugi,假跪真撞,Jiǎ Guì Zhēn Zhuàng / Gá Gwaih Jān Johng
794,meteor-assault,Meteor Assault,8,2,150,5,100,0,1,1,,,,スターアサルト,Sutā Asaruto,Joute Astrale,Sternensturm,Sfolgorassalto,Asalto Estelar,스타어설트,Star Assault,流星突擊 / 流星突击,Liúxīng Tújí / Liúxīng Tújī / Làuhsīng Dahtgīk
795,eternabeam,Eternabeam,8,16,160,5,90,0,1,2,,,,ムゲンダイビーム,Mugendai Bīmu,Laser Infinimax,Unendynastrahlen,Raggio Infinito,Rayo Infinito,무한다이빔,Muhandaibeam,無極光束 / 无极光束,Wújí Guāngshù / Mòuhgihk Gwōngchūk
796,steel-beam,Steel Beam,8,9,140,5,95,0,1,2,,,,てっていこうせん,Tettei Kōsen,Métalaser,Stahlstrahl,Raggio d'Acciaio,Metaláser,철제광선,Cheolje Gwangseon,鐵蹄光線 / 铁蹄光线,Tiětí Guāngxiàn / Tittàih Gwōngsin
797,expanding-force,Expanding Force,8,14,80,10,100,0,1,2,,,,ワイドフォース,Waido Fōsu,Vaste Pouvoir,Flächenmacht,Vasterngia,Vasta Fuerza,와이드포스,Wide Force,廣域戰力 / 广域战力,Guǎngyù Zhànlì / Gwóngwihk Jinlihk
798,steel-roller,Steel Roller,8,9,130,5,100,0,1,1,,,,アイアンローラー,Aian Rōrā,Métalliroue,Eisenwalze,Ferrorullo,Allanador Férreo,아이언롤러,Iron Roller,鐵滾輪 / 铁滚轮,Tiěgǔnlún / Titgwánlèuhn
799,scale-shot,Scale Shot,8,16,25,20,90,0,1,1,,,,スケイルショット,Sukeiru Shotto,Rafale Écailles,Schuppenschuss,Squamacolpo,Ráfaga Escamas,스케일샷,Scale Shot,鱗射 / 鳞射,Línshè / Lèuhnseh
800,meteor-beam,Meteor Beam,8,6,120,10,90,0,1,2,,,,メテオビーム,Meteo Bīmu,Laser Météore,Meteorstrahl,Raggiometeora,Rayo Meteórico,메테오빔,Meteor Beam,流星光束,Liúxīng Guāngshù / Làuhsīng Gwōngchūk
801,shell-side-arm,Shell Side Arm,8,4,90,10,100,0,1,4,,,,シェルアームズ,Sheru Āmuzu,Kokiyarme,Muschelwaffe,Armaguscio,Moluscañón,셸암즈,Shell Arms,臂貝武器 / 臂贝武器,Bìbèi Wǔqì / Beibui Móuhhei
802,misty-explosion,Misty Explosion,8,18,100,5,100,0,11,2,,,,ミストバースト,Misuto Bāsuto,Explo-Brume,Nebelexplosion,Nebbioscoppio,Bruma Explosiva,미스트버스트,Mist Burst,薄霧炸裂 / 薄雾炸裂,Bówù Zhàliè / Bohkmouh Jaliht
803,grassy-glide,Grassy Glide,8,12,55,20,100,0,1,1,,,,グラススライダー,Gurasu Suraidā,Gliss'Herbe,Grasrutsche,Erboscivolata,Fitoimpulso,그래스슬라이더,Grass Slider,青草滑梯,Qīngcǎo Huátī / Chīngchóu Waahttāi
804,rising-voltage,Rising Voltage,8,13,70,20,100,0,1,2,,,,ライジングボルト,Raijingu Boruto,Monte-Tension,Hochspannung,Elettroimpennata,Alto Voltaje,라이징볼트,Rising Volt,電力上升 / 电力上升,Diànlì Shàngshēng / Dihnlihk Seuhngsīng
805,terrain-pulse,Terrain Pulse,8,1,50,10,100,0,1,2,,,,だいちのはどう,Daichi no Hadō,Champlification,Feldimpuls,Campopulsar,Pulso de Campo,대지의파동,Daeji-ui Padong,大地波動 / 大地波动,Dàdì Bōdòng / Daaihdeih Bōduhng
806,skitter-smack,Skitter Smack,8,7,70,10,90,0,1,1,,,,はいよるいちげき,Haiyoru Ichigeki,Ravage Rampant,Krabbelkracher,Strisciacolpo,Golpe Rastrero,엄습하는일격,Eomseuphaneun Ilgyeok,爬擊 / 爬击,Pájí / Pájī / Pàhgīk
807,burning-jealousy,Burning Jealousy,8,10,70,5,100,0,10,2,,,,しっとのほのお,Shitto no Honō,Feu Envieux,Neidflammen,Fiamminvidia,Envidia Ardiente,질투의불꽃,Jiltu-ui Bulkkot,妒火,Dùhuǒ / Doufó
808,lash-out,Lash Out,8,17,75,5,100,0,1,1,,,,うっぷんばらし,Uppun Barashi,Cent Rancunes,Frustventil,Sfogarabbia,Desahogo,분풀이,Bunpuri,洩憤 / 泄愤,Xièfèn / Sitfáhn
809,poltergeist,Poltergeist,8,8,110,5,90,0,1,1,,,,ポルターガイスト,Porutāgaisuto,Esprit Frappeur,Poltergeist,Poltergeist,Poltergeist,폴터가이스트,Poltergeist,靈騷 / 灵骚,Língsāo / Lìhngsōu
810,corrosive-gas,Corrosive Gas,8,4,,40,100,0,11,3,,,,ふしょくガス,Fushoku Gasu,Gaz Corrosif,Korrosionsgas,Gas Corrosivo,Gas Corrosivo,부식가스,Busik Gas,腐蝕氣體 / 腐蚀气体,Fǔshí Qìtǐ / Fuhsihk Heitái
811,coaching,Coaching,8,2,,10,,0,8,3,,,,コーチング,Kōchingu,Coaching,Coaching,Coaching,Motivación,코칭,Coaching,指導 / 指导,Zhǐdǎo / Jídouh
812,flip-turn,Flip Turn,8,11,60,20,100,0,1,1,,,,クイックターン,Kuikku Tān,Eau Revoir,Rollwende,Virata,Viraje,퀵턴,Quick Turn,快速折返,Kuàisù Zhéfǎn / Faaichūk Jitfáan
813,triple-axel,Triple Axel,8,15,20,10,90,0,1,1,,,,トリプルアクセル,Toripuru Akuseru,Triple Axel,Dreifach-Axel,Triplo Axel,Triple Axel,트리플악셀,Triple Axel,三旋擊 / 三旋击,Sānxuànjí / Sānxuànjī / Sāamsyùhngīk
814,dual-wingbeat,Dual Wingbeat,8,3,40,10,90,0,1,1,,,,ダブルウイング,Daburu Uingu,Double Volée,Doppelflügel,Doppia Ala,Ala Bis,더블윙,Double Wing,雙翼 / 双翼,Shuāngyì / Sēungyihk
815,scorching-sands,Scorching Sands,8,5,70,10,100,0,1,2,,,,ねっさのだいち,Nessa no Daichi,Sable Ardent,Brandsand,Sabbiardente,Arenas Ardientes,열사의대지,Yeolsa-ui Daeji,熱沙大地 / 热沙大地,Rèshā Dàdì / Yihtsā Daaihdeih
816,jungle-healing,Jungle Healing,8,12,,10,,0,7,3,,,,ジャングルヒール,Janguru Hīru,Selve Salvatrice,Dschungelheilung,Giunglacura,Cura Selvática,정글힐,Jungle Heal,叢林治療 / 丛林治疗,Cónglín Zhìliáo / Chùhnglàhm Jihlìuh
817,wicked-blow,Wicked Blow,8,17,75,5,100,0,1,1,,,,あんこくきょうだ,Ankoku Kyōda,Poing Obscur,Finstertreffer,Pugnotenebra,Golpe Oscuro,암흑강타,Amheuk Gangta,暗冥強擊 / 暗冥强击,Ànmíng Qiángjī / Ànmíng Qiángjí / Ammìhng Kèuhnggīk
818,surging-strikes,Surging Strikes,8,11,25,5,100,0,1,1,,,,すいりゅうれんだ,Suiryū Renda,Torrent de Coups,Trefferschwall,Idroraffica,Azote Torrencial,수류연타,Suryu Yeonta,水流連打 / 水流连打,Shuǐliú Liándǎ / Séuilàuh Lìhndá
819,thunder-cage,Thunder Cage,8,13,80,15,90,0,1,2,,,,サンダープリズン,Sandā Purizun,Voltageôle,Blitzgefängnis,Elettrogabbia,Electrojaula,썬더프리즌,Thunder Prison,雷電囚籠 / 雷电囚笼,Léidiàn Qiúlóng / Lèuihdihn Chàuhlùhng
820,dragon-energy,Dragon Energy,8,16,150,5,100,0,10,2,,,,ドラゴンエナジー,Doragon Enajī,Draco-Énergie,Drachenkräfte,Dragoenergia,Dracoenergía,드래곤에너지,Dragon Energy,巨龍威能 / 巨龙威能,Jùlóng Wēinéng / Geuihlùhng Wāinàhng
821,freezing-glare,Freezing Glare,8,14,90,10,100,0,1,2,,,,いてつくしせん,Itetsuku Shisen,Regard Glaçant,Eisiger Blick,Sguardo Gelido,Mirada Heladora,얼어붙는시선,Eoreobunneun Siseon,冰冷視線 / 冰冷视线,Bīnglěng Shìxiàn / Bīngláahng Sihsin
822,fiery-wrath,Fiery Wrath,8,17,90,10,100,0,10,2,,,,もえあがるいかり,Moeagaru Ikari,Fureur Ardente,Brennender Zorn,Furia Ardente,Furia Candente,타오르는분노,Taoreuneun Bunno,怒火中燒 / 怒火中烧,Nùhuǒzhōngshāo / Nouhfójūngsīu
823,thunderous-kick,Thunderous Kick,8,2,90,10,100,0,1,1,,,,らいめいげり,Raimei Geri,Coup Fulgurant,Donnernder Tritt,Calcio Tonante,Patada Relámpago,천둥차기,Cheondung Chagi,雷鳴蹴擊 / 雷鸣蹴击,Léimíng Cùjí / Léimíng Cùjī / Lèuihmìhng Jūkgīk
824,glacial-lance,Glacial Lance,8,15,120,5,100,0,10,1,,,,ブリザードランス,Burizādo Ransu,Lance de Glace,Blizzardlanze,Lancia Glaciale,Lanza Glacial,블리자드랜스,Blizzard Lance,雪矛,Xuěmáo / Syutmàauh
825,astral-barrage,Astral Barrage,8,8,120,5,100,0,10,2,,,,アストラルビット,Asutoraru Bitto,Éclat Spectral,Astralfragmente,Schegge Astrali,Orbes Espectro,아스트랄비트,Astral Bit,星碎,Xīngsuì / Sīngseui
826,eerie-spell,Eerie Spell,8,14,80,5,100,0,1,2,,,,ぶきみなじゅもん,Bukimi na Jūmon,Sort Sinistre,Schauderspruch,Inquietantesimo,Conjuro Funesto,섬뜩한주문,Seomtteukhan Jumun,詭異咒語 / 诡异咒语,Guǐyì Zhòuyǔ / Gwáiyih Jauyúh
827,dire-claw,Dire Claw,8,4,80,15,100,0,1,1,,,,フェイタルクロー,Feitaru Kurō,Griffes Funestes,Unheilsklauen,Artigli Fatali,Garra Nociva,페이탈클로,Fatal Claw,剋命爪 / 克命爪,Kèmìng Zhuǎ / Hākmihng Jáau
828,psyshield-bash,Psyshield Bash,8,14,70,10,90,0,1,1,,,,バリアーラッシュ,Bariā Rasshu,Sprint Bouclier,Barrierenstoß,Barrierassalto,Asalto Barrera,배리어러시,Barrier Rush,屏障猛攻,Píngzhàng Měnggōng / Pìhngjeung Máahnggūng
829,power-shift,Power Shift,8,1,0,10,,0,4,3,,,,パワーシフト,Pawā Shifuto,Échange Force,Kraftwechsel,Scambioforza,Cambiapoder,파워시프트,Power Shift,力量轉換 / 力量转换,Lìliàng Zhuǎnhuàn / Lihkleuhng Jyúnwuhn
830,stone-axe,Stone Axe,8,6,65,15,90,0,1,1,,,,がんせきアックス,Ganseki Akkusu,Hache de Pierre,Felsaxt,Rocciascure,Hachazo Pétreo,암석액스,Amseok Axe,岩斧,Yánfǔ / Ngàahmfú
831,springtide-storm,Springtide Storm,8,18,100,5,80,0,10,2,,,,はるのあらし,Haru no Arashi,Typhon Passionné,Frühlingsorkan,Tempesta Zefirea,Ciclón Primavera,봄의폭풍,Bom-ui Pokpung,陽春風暴 / 阳春风暴,Yángchūn Fēngbào / Yèuhngchēun Fūngbouh
832,mystical-power,Mystical Power,8,14,70,10,90,0,1,2,,,,しんぴのちから,Shinpi no Chikara,Force Mystique,Mythenkraft,Forza Mistica,Poder Místico,신비의힘,Shinbi-ui Him,神秘之力,Shénmì-zhī Lì / Sàhnbei-jī Lihk
833,raging-fury,Raging Fury,8,10,120,10,100,0,9,1,,,,だいふんげき,Daifungeki,Grand Courroux,Flammenwut,Ira Furente,Erupción de Ira,대격분,Daegyeokbun,大憤慨 / 大愤慨,Dàfènkǎi / Daaihfáhnkói
834,wave-crash,Wave Crash,8,11,120,10,100,0,1,1,,,,ウェーブタックル,Uēbu Takkuru,Aquatacle,Wellentackle,Ondaschianto,Envite Acuático,웨이브태클,Wave Tackle,波動衝 / 波动冲,Bōdòng Chōng / Bōduhng Chūng
835,chloroblast,Chloroblast,8,12,150,5,95,0,1,2,,,,クロロブラスト,Kuroroburasuto,Herblast,Chlorostrahl,Clorofillaser,Clorofiláser,클로로블라스트,Chloroblast,葉綠爆震 / 叶绿爆震,Yèlǜ Bàozhèn / Yihpluhk Baaujan
836,mountain-gale,Mountain Gale,8,15,100,10,85,0,1,1,,,,ひょうざんおろし,Hyōzan Oroshi,Bise Glaciaire,Frostfallwind,Soffio d’Iceberg,Viento Carámbano,빙산바람,Bingsan Baram,冰山風 / 冰山风,Bīngshān Fēng / Bīngsāan Fūng
837,victory-dance,Victory Dance,8,2,0,10,,0,4,3,,,,しょうりのまい,Shōri no Mai,Danse Victoire,Siegestanz,Danzavittoria,Danza Triunfal,승리의춤,Seungni-ui Chum,勝利之舞 / 胜利之舞,Shènglì-zhī Wǔ / Singleih-jī Móuh
838,headlong-rush,Headlong Rush,8,5,120,5,100,0,1,1,,,,ぶちかまし,Buchikamashi,Assaut Frontal,Schmetterramme,Scontro Frontale,Arremetida,들이받기,Deuribatgi,突飛猛撲 / 突飞猛扑,Tūfēi Měngpū / Dahtfēi Máahngpok
839,barb-barrage,Barb Barrage,8,4,60,10,100,0,1,1,,,,どくばりセンボン,Dokubari Senbon,Multitoxik,Giftstachelregen,Mille Fielespine,Mil Púas Tóxicas,독침천발,Dokchim Cheonbal,毒千針 / 毒千针,Dúqiānzhēn / Duhkchīnjām
840,esper-wing,Esper Wing,8,14,80,10,100,0,1,2,,,,オーラウイング,Ōra Uingu,Ailes Psycho,Auraschwingen,Ali d'Aura,Ala Aural,오라윙,Aura Wing,氣場之翼 / 气场之翼,Qìchǎng-zhī Yì / Heichèuhng-jī Yihk
841,bitter-malice,Bitter Malice,8,8,75,10,100,0,1,2,,,,うらみつらみ,Urami Tsurami,Cœur de Rancœur,Niedertracht,Livore,Rencor Reprimido,천추지한,Cheonchujihan,冤冤相報 / 冤冤相报,Yuānyuānxiāngbào / Yūnyūnsēungbou
842,shelter,Shelter,8,9,0,10,,0,4,3,,,,たてこもる,Tatekomoru,Mur Fumigène,Refugium,Barricata,Retracción,농성,Nongseong,閉關 / 闭关,Bìguān / Baigwāan
843,triple-arrows,Triple Arrows,8,2,90,10,100,0,1,1,,,,３ぼんのや,Sanbon no Ya,Triple Flèche,Drillingspfeile,Triplodardo,Triple Flecha,3연화살,San-Yeon Hwasal,三連箭 / 三连箭,Sānliánjiàn / Sāamlìhnjin
844,infernal-parade,Infernal Parade,8,8,60,15,100,0,1,2,,,,ひゃっきやこう,Hyakki Yakō,Cortège Funèbre,Phantomparade,Corteo Spettrale,Marcha Espectral,백귀야행,Baekgwi Yahaeng,群魔亂舞 / 群魔乱舞,Qúnmó Luànwǔ / Kwàhnmō Lyuhnmóuh
845,ceaseless-edge,Ceaseless Edge,8,17,65,15,90,0,1,1,,,,ひけん・ちえなみ,Hiken Chienami,Vagues à Lames,Klingenschwall,Lama Milleflutti,Tajo Metralla,비검천중파,Bigeom Cheonjungpa,秘劍・千重濤 / 秘剑・千重涛,Mìjiàn Qiānchóngtáo / Mìjiàn Qiānchóngtāo / Beigim Chīnchùhngtòuh
846,bleakwind-storm,Bleakwind Storm,8,3,100,10,80,0,10,2,,,,こがらしあらし,Kogarashi Arashi,Typhon Hivernal,Polarorkan,Tempesta Boreale,Vendaval Gélido,찬바람폭풍,Chanbaram Pokpung,枯葉風暴 / 枯叶风暴,Kūyè Fēngbào / Fūyihp Fūngbouh
847,wildbolt-storm,Wildbolt Storm,8,13,100,10,80,0,10,2,,,,かみなりあらし,Kaminari Arashi,Typhon Fulgurant,Donnerorkan,Tempesta Tonante,Electormenta,번개폭풍,Beongae Pokpung,鳴雷風暴 / 鸣雷风暴,Míngléi Fēngbào / Mìhnglèuih Fūngbouh
848,sandsear-storm,Sandsear Storm,8,5,100,10,80,0,10,2,,,,ねっさのあらし,Nessa no Arashi,Typhon Pyrosable,Wüstenorkan,Tempesta Ardente,Simún de Arena,열사의폭풍,Yeolsa-ui Pokpung,熱沙風暴 / 热沙风暴,Rèshā Fēngbào / Yihtsā Fūngbouh
849,lunar-blessing,Lunar Blessing,8,14,0,5,,0,7,3,,,,みかづきのいのり,Mikadzuki no Inori,Prière Lunaire,Lunargebet,Invocaluna,Plegaria Lunar,초승달의기도,Choseungdar-ui Gido,新月祈禱 / 新月祈祷,Xīnyuè Qídǎo / Sānyuht Kèihtóu
850,take-heart,Take Heart,8,14,0,10,,0,4,3,,,,ブレイブチャージ,Bureibu Chāji,Extravaillance,Mutschub,Baldimpulso,Bálsamo Osado,브레이브차지,Brave Charge,勇氣填充 / 勇气填充,Yǒngqì Tiánchōng / Yúhnghei Tìhnchūng
851,tera-blast,Tera Blast,9,1,80,10,100,0,1,4,,,,テラバースト,Tera Bāsuto,Téra Explosion,Tera-Ausbruch,Terascoppio,Teraexplosión,테라버스트,Tera Burst,太晶爆發 / 太晶爆发,Taaijīng Baaufaat / Tàijīng Bàofā
852,silk-trap,Silk Trap,9,7,0,10,,4,4,3,,,,スレッドトラップ,Sureddo Torappu,Piège de Fil,Fadenfalle,Telatrappola,Telatrampa,스레드트랩,Thread Trap,線阱 / 线阱,Sinjehng / Xiànjǐng
853,axe-kick,Axe Kick,9,2,120,10,90,0,1,1,,,,かかとおとし,Kakato Otoshi,Talon-Marteau,Fersenkick,Calcio ad Ascia,Patada Hacha,발꿈치찍기,Balkkumchijjikgi,下壓踢 / 下压踢,Hah'aat Tek / Xiàyā Tī
854,last-respects,Last Respects,9,8,50,10,100,0,1,1,,,,おはかまいり,Ohakamairi,Hommage Posthume,Letzte Ehre,Omaggio ai KO,Homenaje Póstumo,성묘,Seongmyo,掃墓 / 扫墓,Soumouh / Sǎomù
855,lumina-crash,Lumina Crash,9,14,80,10,100,0,1,2,,,,ルミナコリジョン,Lumina Korijon,Lumino-Impact,Lichteinschlag,Fotocollisione,Fotocolisión,루미나콜리전,Lumina Collision,琉光衝激 / 琉光冲激,Làuhgwōng Chūnggīk / Liúguāng Chōngjī
856,order-up,Order Up,9,16,80,10,100,0,1,1,,,,いっちょうあがり,Icchō-agari,Plat du Jour,Auftischen,Alta Cucina,Oído Cocina,한판내기,Hanpannaegi,上菜,Séuhngchoi / Shàngcài
857,jet-punch,Jet Punch,9,11,60,15,100,1,1,1,,,,ジェットパンチ,Jetto Panchi,Poing Sonique,Düsenhieb,Pugnojet,Puño Jet,제트펀치,Jet Punch,噴射拳 / 喷射拳,Panseh Kyùhn / Pēnshè Quán
858,spicy-extract,Spicy Extract,9,12,0,15,,0,1,3,,,,ハバネロエキス,Habanero Ekisu,Habanerage,Chili-Essenz,Essenza Piccante,Extracto Picante,하바네로엑기스,Habanero Extract,辣椒精華 / 辣椒精华,Laahtjīu Jīngwàh / Làjiāo Jīnghuá
859,spin-out,Spin Out,9,9,100,5,100,0,1,1,,,,ホイールスピン,Hoīru Supin,Dérapage,Reifendrehung,Slittaruote,Quemarrueda,휠스핀,Wheel Spin,疾速轉輪 / 疾速转轮,Jahtchūk Jyúnlèuhn / Jísù Zhuǎnlún
860,population-bomb,Population Bomb,9,1,20,10,90,0,1,1,,,,ネズミざん,Nezumizan,Prolifération,Mäuseplage,Infestazione,Proliferación,찍찍베기,Jjikjjikbegi,鼠數兒 / 鼠数儿,Syú-souyìh / Shǔ-shù'er
861,ice-spinner,Ice Spinner,9,15,80,15,100,0,1,1,,,,アイススピナー,Aisu Supinā,Cryo-Pirouette,Eiskreisel,Vortighiaccio,Pirueta Helada,아이스스피너,Ice Spinner,冰旋,Bīng Syùhn / Bīng Xuán
862,glaive-rush,Glaive Rush,9,16,120,5,100,0,1,1,,,,きょけんとつげき,Kyoken Totsugeki,Charge Glaive,Großklingenstoß,Spadoncarica,Asalto Espadón,대검돌격,Daegeom Dolgyeok,巨劍突擊,Geuihgim Dahtgīk / Jùjiàn Tújí / Jùjiàn Tújī
863,revival-blessing,Revival Blessing,9,1,0,1,,0,4,3,,,,さいきのいのり,Saiki no Inori,Second Souffle,Vitalsegen,Preghiera Vitale,Plegaria Vital,회생의기도,Hoesaeng-ui Gido,復生祈禱 / 复生祈祷,Fuhksāang Kèihtóu / Fùshēng Qídǎo
864,salt-cure,Salt Cure,9,6,40,15,100,0,1,1,,,,しおづけ,Shiodzuke,Salaison,Pökelsalz,Sotto Sale,Salazón,소금절이,Sogeumjeor-i,鹽醃 / 盐腌,Yìhmyīm / Yányān
