identifier,name,default_item_sprite,default_item_sprite_small,item_category_identifier,introduced_in_generation_id,is_consumable,is_holdable,is_field_usable,description,notes,is_battle_usable
tm113,TM113,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm114,TM114,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm115,TM115,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,
tm116,TM116,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,true,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,,false
tm117,TM117,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm118,TM118,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,Introduced in Generation IX. The move taught varies by game.,false
tm119,TM119,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm120,TM120,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",The move taught by this TM differs between games.,false
tm121,TM121,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm122,TM122,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm123,TM123,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm124,TM124,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm125,TM125,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm126,TM126,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,The move taught varies by game version.,false
tm127,TM127,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm128,TM128,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm129,TM129,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm130,TM130,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,true,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",The move taught by this TM differs between games.,false
tm131,TM131,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm132,TM132,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move depending on the game.,,false
tm133,TM133,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,,false
tm134,TM134,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm135,TM135,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,,false
tm136,TM136,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm137,TM137,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,true
tm138,TM138,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",The move taught by TM138 differs between games.,false
tm139,TM139,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm140,TM140,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm141,TM141,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm142,TM142,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm143,TM143,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm144,TM144,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,true,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm145,TM145,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,true,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm146,TM146,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",The move taught by TM146 depends on the game version.,false
tm147,TM147,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm148,TM148,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm149,TM149,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm150,TM150,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm151,TM151,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm152,TM152,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm153,TM153,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm154,TM154,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm155,TM155,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,,,,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,
tm156,TM156,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm157,TM157,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,true,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm158,TM158,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm159,TM159,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,,false
tm160,TM160,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm161,TM161,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm162,TM162,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,"In Generation IX, TMs can only be used once.",false
tm163,TM163,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm164,TM164,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move depending on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm165,TM165,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm166,TM166,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm167,TM167,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm168,TM168,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Generation IX, TMs can only be used once.",false
tm169,TM169,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm170,TM170,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,true,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm171,TM171,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm172,TM172,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,,false
tm173,TM173,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm174,TM174,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Generation IX, TMs can only be used once.",false
tm175,TM175,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move it teaches depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm176,TM176,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move.,The move taught varies by game; in Scarlet and Violet it teaches Sand Tomb.,false
tm177,TM177,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm178,TM178,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught varies by game.,"In Generation IX, TMs can only be used once.",false
tm179,TM179,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Generation IX, TMs can only be used once.",
tm180,TM180,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm181,TM181,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, this TM can only be used once.",false
tm182,TM182,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm183,TM183,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, depending on the game.",,false
