item_identifier,version_identifier,item_acquisition_type_identifier,item_acquisition_subtype_identifier,location_area_identifier,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,pokemon_currency_identifier,required_badge,unlock_condition,notes
tm071,diamond,exchange,,battle-tower-sinnoh,,true,false,true,,,80,battle-points,,,
tm072,diamond,trainer-reward,gym-leader,,Prize for defeating Candice,false,false,true,,,,,icicle-badge,,
tm073,diamond,exchange,,battle-tower-sinnoh,,true,false,true,,,32,battle-points,,,
tm074,diamond,exchange,coins,veilstone-city,Game Corner,true,false,true,,,15000,coins,,,
tm074,heartgold,exchange,coins,celadon-city,Game Corner,true,false,true,,,10000,coins,,,
tm074,pearl,exchange,coins,veilstone-city,Game Corner,true,false,true,,,15000,coins,,,
tm074,platinum,exchange,coins,veilstone-city,Game Corner,true,false,true,,,15000,coins,,,
tm074,soulsilver,exchange,coins,celadon-city,Game Corner,true,false,true,,,10000,coins,,,
tm075,diamond,shop,vendor,veilstone-city,Veilstone Game Corner,true,false,true,,,4000,coins,,,
tm076,diamond,trainer-reward,gym-leader,,Prize for defeating Roark,false,false,true,,,,,coal-badge,,
tm076,pearl,trainer-reward,gym-leader,,Prize for defeating Roark,false,false,true,,,,,coal-badge,,
tm076,platinum,trainer-reward,gym-leader,,Prize for defeating Roark,false,false,true,,,,,coal-badge,,
tm077,black,exchange,,battle-subway,,true,false,true,,,48,battle-points,,,
tm077,black-2,exchange,,battle-subway,Pokémon World Tournament,true,false,true,,,24,battle-points,,,
tm077,diamond,overworld,visible,route-211-sinnoh,,false,false,true,,,,,,,
tm077,heartgold,overworld,visible,viridian-forest,,false,false,true,,,,,,,
tm077,shield,trainer-reward,gym-leader,ballonlea,Defeat Allister,false,false,true,,,,,,,
tm077,sword,shop,vendor,ballonlea,,true,false,true,,,,,,,
tm078,black,trainer-reward,gym-leader,driftveil-city,Defeat Clay,false,false,true,,,,,,,
tm078,diamond,overworld,visible,route-204-sinnoh,,false,false,true,,,,,,,
tm078,heartgold,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,1500,pokedollars,,,
tm079,diamond,overworld,visible,victory-road-sinnoh,,false,false,true,,,,,,,
tm079,pearl,overworld,visible,victory-road-sinnoh,,false,false,true,,,,,,,
tm080,diamond,overworld,visible,mount-coronet,,false,false,true,,,,,,,
tm080,heartgold,trainer-reward,gym-leader,pewter-city,Defeat Brock,false,false,true,,,,,,,
tm081,diamond,overworld,visible,route-221-sinnoh,,false,false,true,,,,,,,
tm081,platinum,shop,specialty-shop,battle-frontier-sinnoh,,true,false,true,,,64,battle-points,,,
tm082,black,trainer-reward,gym-leader,opelucid-city,Defeat Drayden,false,false,true,,,,,,,
tm082,diamond,overworld,visible,eterna-forest,,false,false,true,,,,,,,
tm082,heartgold,overworld,visible,goldenrod-tunnel,Warehouse,false,false,true,,,,,,,
tm082,pearl,overworld,visible,eterna-forest,,false,false,true,,,,,,,
tm082,platinum,overworld,visible,eterna-forest,,false,false,true,,,,,,,
tm082,soulsilver,overworld,visible,goldenrod-tunnel,Warehouse,false,false,true,,,,,,,
tm082,white,trainer-reward,gym-leader,opelucid-city,Defeat Iris,false,false,true,,,,,,,
tm083,alpha-sapphire,overworld,visible,sootopolis-city,,false,false,true,,,,,,,
tm083,black,trainer-reward,gym-leader,,"Defeat Cilan, Chili, or Cress",false,false,true,,,,,,,
tm083,black-2,trainer-reward,gym-leader,,Defeat Cheren,false,false,true,,,,,,,
tm083,brilliant-diamond,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,3000,pokedollars,,,
tm083,diamond,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,2000,pokedollars,,,
tm083,heartgold,shop,department-store,goldenrod-city,Goldenrod Department Store / Moomoo Farm,true,false,true,,,2000,pokedollars,,,
tm083,legends-za,achievement,,,Research level reward,false,false,true,,,,,,Attain research level 38,
tm083,moon,overworld,visible,alola-route-03,,false,false,true,,,,,,,
tm083,omega-ruby,overworld,visible,sootopolis-city,,false,false,true,,,,,,,
tm083,pearl,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,2000,pokedollars,,,
tm083,platinum,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,2000,pokedollars,,,
tm083,scarlet,crafting,recipe,,TM Machine,true,false,true,,,5000,league-points,,,"Requires Shroodle Ink x3, Seviper Fang x3, Mareanie Spike x3"
tm083,shield,shop,specialty-shop,battle-tower-galar,Battle Tower,true,false,true,,,100000,pokedollars,,,
tm083,shining-pearl,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,3000,pokedollars,,,
tm083,soulsilver,shop,department-store,goldenrod-city,Goldenrod Department Store / Moomoo Farm,true,false,true,,,2000,pokedollars,,,
tm083,sun,overworld,visible,alola-route-03,,false,false,true,,,,,,,
tm083,sword,shop,specialty-shop,battle-tower-galar,Battle Tower,true,false,true,,,100000,pokedollars,,,
tm083,ultra-moon,overworld,visible,alola-route-03,,false,false,true,,,,,,,
tm083,ultra-sun,overworld,visible,alola-route-03,,false,false,true,,,,,,,
tm083,violet,crafting,recipe,,TM Machine,true,false,true,,,5000,league-points,,,"Requires Shroodle Ink x3, Seviper Fang x3, Mareanie Spike x3"
tm083,white,trainer-reward,gym-leader,,"Defeat Cilan, Chili, or Cress",false,false,true,,,,,,,
tm083,white-2,trainer-reward,gym-leader,,Defeat Cheren,false,false,true,,,,,,,
tm083,x,trainer-reward,gym-leader,,Defeat Viola,false,false,true,,,,,,,
tm083,y,trainer-reward,gym-leader,,Defeat Viola,false,false,true,,,,,,,
tm084,black,overworld,visible,unova-route-06,,false,false,true,,,,,,,
tm084,black-2,overworld,visible,moor-of-icirrus,,false,false,true,,,,,,,
tm084,diamond,overworld,visible,route-212-sinnoh,,false,false,true,,,,,,,
tm084,heartgold,trainer-reward,gym-leader,,Defeat Janine,false,false,true,,,,,,,
tm084,x,shop,poke-mart,shalour-city,Poké Mart,true,false,true,,,10000,pokedollars,,,
tm085,diamond,overworld,visible,valor-lakefront,,false,false,true,,,,,,,
tm085,heartgold,overworld,visible,viridian-city,,false,false,true,,,,,,,
tm085,pearl,overworld,visible,valor-lakefront,,false,false,true,,,,,,,
tm085,platinum,overworld,visible,valor-lakefront,,false,false,true,,,,,,,
tm085,shield,trainer-reward,gym-leader,,Prize for defeating Piers,false,false,true,,,,,,After defeating Piers,
tm085,soulsilver,overworld,visible,viridian-city,,false,false,true,,,,,,,
tm085,sword,trainer-reward,gym-leader,,Prize for defeating Piers,false,false,true,,,,,,After defeating Piers,
tm086,diamond,trainer-reward,gym-leader,,Defeat Gardenia,false,false,true,,,,,forest-badge,,
tm086,heartgold,pickup,,route-11-kanto,,true,false,false,,,,,,,
tm086,pearl,trainer-reward,gym-leader,,Defeat Gardenia,false,false,true,,,,,forest-badge,,
tm086,platinum,trainer-reward,gym-leader,,Defeat Gardenia,false,false,true,,,,,forest-badge,,
tm086,soulsilver,pickup,,route-11-kanto,,true,false,false,,,,,,,
tm087,diamond,overworld,visible,pokemon-mansion-sinnoh,,false,false,true,,,,,,,
tm087,heartgold,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,1500,pokedollars,,,
tm087,scarlet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,"Requires Meowth Fur ×3, Sableye Gem ×3, Sneasel Claw ×3"
tm087,sword,trainer-reward,gym-leader,,Prize for defeating Opal,false,false,true,,,,,,,
tm089,diamond,shop,game-corner,veilstone-city,Veilstone Game Corner,true,false,true,,,6000,coins,,,
tm090,diamond,exchange,coins,veilstone-game-corner,,true,false,true,,,2000,coins,,,
tm091,black,overworld,visible,twist-mountain,,false,false,true,,,,,,,
tm091,diamond,trainer-reward,gym-leader,,Prize for defeating Byron,false,false,true,,,,,,,
tm091,heartgold,lottery,,goldenrod-city,Goldenrod Department Store lottery,true,false,false,,,,,,,Tuesdays only
tm091,platinum,trainer-reward,gym-leader,,Prize for defeating Byron,false,false,true,,,,,,,
tm091,sword,shop,poke-mart,hammerlocke,East Pokémon Center,true,false,true,,,20000,pokedollars,,,
tm092,diamond,overworld,visible,hotel-grand-lake,,false,false,true,,,,,,,
tm092,pearl,overworld,visible,hotel-grand-lake,,false,false,true,,,,,,,
tm092,platinum,overworld,visible,hotel-grand-lake,,false,false,true,,,,,,,
tm093,black,overworld,visible,victory-road-unova-bw,,false,false,true,,,,,,,
tm093,scarlet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Varoom Fume x3, Klefki Key x3, Tinkatink Hair x3."
tm093,sword,overworld,visible,wyndon,,false,false,true,,,,,,,
tm093,x,shop,poke-mart,kiloude-city,Poké Mart,true,false,true,,,50000,pokedollars,,,
tm094,black,overworld,visible,pinwheel-forest,,false,false,true,,,,,,,
tm094,black-2,overworld,visible,virbank-complex,,false,false,true,,,,,,,
tm094,white,overworld,visible,pinwheel-forest,,false,false,true,,,,,,,
tm094,white-2,overworld,visible,virbank-complex,,false,false,true,,,,,,,
tm094,x,overworld,visible,ambrette-town,,false,false,true,,,,,,,
tm094,y,overworld,visible,ambrette-town,,false,false,true,,,,,,,
tm095,black,story,,castelia-city,Unobtainable without Lock Capsule,false,false,false,,,,,,Requires Lock Capsule transfer,Event-exclusive and unobtainable
tm095,black-2,npc-defeat,,lostlorn-forest,Zoroark disguised as Backpacker,false,false,true,,,,,,,
tm095,omega-ruby,overworld,visible,mirage-cave,North of Fallarbor Town,false,false,true,,,,,,,
tm095,x,overworld,visible,lost-hotel,,false,false,true,,,,,,,
tm096,alpha-sapphire,overworld,visible,fiery-path,,false,false,true,,,,,,,
tm096,legends-za,achievement,,,,false,false,true,,,,,,Reward for attaining research level 40,
tm096,moon,overworld,visible,alola-route-05,,false,false,true,,,,,,,
tm096,omega-ruby,overworld,visible,fiery-path,,false,false,true,,,,,,,
tm096,shield,overworld,visible,galar-route-08,,false,false,true,,,,,,,
tm096,sun,overworld,visible,alola-route-05,,false,false,true,,,,,,,
tm096,sword,overworld,visible,galar-route-08,,false,false,true,,,,,,,
tm096,ultra-moon,overworld,visible,alola-route-05,,false,false,true,,,,,,,
tm096,ultra-sun,overworld,visible,alola-route-05,,false,false,true,,,,,,,
tm096,x,overworld,visible,ambrette-town,,false,false,true,,,,,,,
tm096,y,overworld,visible,ambrette-town,,false,false,true,,,,,,,
tm097,alpha-sapphire,overworld,visible,team-aqua-hideout,,false,false,true,,,,,,,
tm097,legends-za,achievement,,,Reward for attaining research level 31,false,false,true,,,,,,,
tm097,moon,overworld,visible,poni-coast,,false,false,true,,,,,,,
tm097,omega-ruby,overworld,visible,team-magma-hideout,,false,false,true,,,,,,,
tm097,shield,overworld,visible,turffield,,false,false,true,,,,,,,
tm097,sun,overworld,visible,poni-coast,,false,false,true,,,,,,,
tm097,sword,overworld,visible,turffield,,false,false,true,,,,,,,
tm097,ultra-moon,overworld,visible,poni-coast,,false,false,true,,,,,,,
tm097,ultra-sun,overworld,visible,poni-coast,,false,false,true,,,,,,,
tm097,x,overworld,visible,kalos-route-15,,false,false,true,,,,,,,
tm097,y,overworld,visible,kalos-route-15,,false,false,true,,,,,,,
tm098,alpha-sapphire,shop,poke-mart,mauville-city,Mauville City Poké Mart,true,false,true,,,10000,pokedollars,,,
tm098,brilliant-diamond,exchange,,battle-tower-sinnoh,,true,false,true,,,40,battle-points,,,
tm098,moon,overworld,visible,poni-breaker-coast,,false,false,true,,,,,,,
tm098,omega-ruby,shop,poke-mart,mauville-city,Mauville City Poké Mart,true,false,true,,,10000,pokedollars,,,
tm098,scarlet,crafting,item-printer,,TM Machine,true,false,true,,,3000,league-points,,,Requires Girafarig Fur ×3 and Flittle Down ×3.
tm098,shield,overworld,visible,galar-route-10,,false,false,true,,,,,,,
tm098,shining-pearl,exchange,,battle-tower-sinnoh,,true,false,true,,,40,battle-points,,,
tm098,sun,overworld,visible,poni-breaker-coast,,false,false,true,,,,,,,
tm098,sword,overworld,visible,galar-route-10,,false,false,true,,,,,,,
tm098,ultra-moon,overworld,visible,poni-breaker-coast,,false,false,true,,,,,,,
tm098,ultra-sun,overworld,visible,poni-breaker-coast,,false,false,true,,,,,,,
tm098,violet,crafting,item-printer,,TM Machine,true,false,true,,,3000,league-points,,,Requires Girafarig Fur ×3 and Flittle Down ×3.
tm098,x,npc-defeat,trainer,,Defeating Korrina,false,false,true,,,,,,,
tm098,y,npc-defeat,trainer,,Defeating Korrina,false,false,true,,,,,,,
tm099,alpha-sapphire,overworld,visible,hoenn-route-123,,false,false,true,,,,,,,
tm099,legends-za,request,,jaune-sector-7,Side Mission 079 reward,false,false,true,,,,,,Complete Side Mission 079,
tm099,moon,overworld,visible,vast-poni-canyon,,false,false,true,,,,,,,
tm099,omega-ruby,overworld,visible,hoenn-route-123,,false,false,true,,,,,,,
tm099,shield,trainer-reward,gym-leader,,Defeat Raihan,false,false,true,,,,,,,
tm099,sun,overworld,visible,vast-poni-canyon,,false,false,true,,,,,,,
tm099,sword,trainer-reward,gym-leader,,Defeat Raihan,false,false,true,,,,,,,
tm099,ultra-moon,overworld,visible,vast-poni-canyon,,false,false,true,,,,,,,
tm099,ultra-sun,overworld,visible,vast-poni-canyon,,false,false,true,,,,,,,
tm099,x,trainer-reward,gym-leader,,Defeat Valerie,false,false,true,,,,,,,
tm099,y,trainer-reward,gym-leader,,Defeat Valerie,false,false,true,,,,,,,
tm100,alpha-sapphire,shop,poke-mart,slateport-city,,true,false,true,,,5000,pokedollars,,,
tm100,omega-ruby,shop,poke-mart,slateport-city,,true,false,true,,,5000,pokedollars,,,
tm100,x,overworld,visible,coumarine-city,,false,false,true,,,,,,,
tm100,y,overworld,visible,coumarine-city,,false,false,true,,,,,,,
tm102,legends-za,achievement,,,Reward for attaining research level 44,false,false,true,,,,,,After attaining research level 44,
tm102,scarlet,trainer-reward,trainer,,"Prize for defeating Atticus, TM Machine",false,false,true,,,,,,,
tm102,violet,trainer-reward,trainer,,"Prize for defeating Atticus, TM Machine",false,false,true,,,,,,,
tm103,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,1,,25,battle-points,,Only in The Indigo Disk,
tm103,scarlet,crafting,recipe,,TM Machine,true,false,true,1,,5000,league-points,,,"Requires Mimikyu Scrap x3, Azurill Fur x3, Falinks Sweat x3"
tm103,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,1,,25,battle-points,,Only in The Indigo Disk,
tm103,violet,crafting,recipe,,TM Machine,true,false,true,1,,5000,league-points,,,"Requires Mimikyu Scrap x3, Azurill Fur x3, Falinks Sweat x3"
tm104,legends-za,npc-defeat,,,Grisham,false,false,true,,,,,,,Prize for defeating Grisham
tm104,scarlet,crafting,recipe,,TM Machine,true,false,true,,,1500,league-points,,,Requires Bronzor Fragment ×3 and Pineco Husk ×3
tm104,scarlet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,10,battle-points,,Only in The Indigo Disk,
tm104,violet,crafting,recipe,,TM Machine,true,false,true,,,1500,league-points,,,Requires Bronzor Fragment ×3 and Pineco Husk ×3
tm104,violet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,10,battle-points,,Only in The Indigo Disk,
tm105,legends-za,achievement,,,,false,false,true,,,,,,Reward for attaining research level 42,
tm105,scarlet,crafting,item-printer,,"Mesagoza, Dalizapa Passage, Socarrat Trail, East Province (Area One), West Province (Area Three); Kitakami Road in The Teal Mask",true,false,true,,,5000,league-points,,,"Requires crafting materials: Fomantis Leaf ×3, Tarountula Thread ×3, Kricketot Shell ×3"
tm105,violet,crafting,item-printer,,"Mesagoza, Dalizapa Passage, Socarrat Trail, East Province (Area One), West Province (Area Three); Kitakami Road in The Teal Mask",true,false,true,,,5000,league-points,,,"Requires crafting materials: Fomantis Leaf ×3, Tarountula Thread ×3, Kricketot Shell ×3"
tm106,legends-za,achievement,,,,false,false,true,,,,,,Reward for attaining research level 33,
tm106,scarlet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Pineco Husk ×5, Dunsparce Scales ×3, and Arrokuda Scales ×3"
tm106,violet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Pineco Husk ×5, Dunsparce Scales ×3, and Arrokuda Scales ×3"
tm107,legends-za,achievement,,,Reward for attaining research level 37,false,false,true,,,,,,After reaching research level 37,
tm107,scarlet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,Requires Salandit Gas ×3 and Shuppet Scrap ×3
tm107,violet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,Requires Salandit Gas ×3 and Shuppet Scrap ×3
tm108,scarlet,shop,specialty-shop,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Maschiff Fang ×5, Bruxish Tooth ×3, Yungoos Fur ×3"
tm108,scarlet,shop,specialty-shop,,"Blueberry Academy Store, Polar Biome",true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm108,violet,shop,specialty-shop,,"Blueberry Academy Store, Polar Biome",true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm108,violet,shop,specialty-shop,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Maschiff Fang ×5, Bruxish Tooth ×3, Yungoos Fur ×3"
tm109,scarlet,crafting,recipe,medali,TM Machine,true,false,true,,,5000,league-points,,,"Requires Shuppet Scrap ×3, Sableye Gem ×3, Sinistea Chip ×3"
tm109,the-indigo-disk,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,25,battle-points,,,
tm109,the-teal-mask,crafting,recipe,kitakami-road,TM Machine,true,false,true,,,5000,league-points,,,"Requires Shuppet Scrap ×3, Sableye Gem ×3, Sinistea Chip ×3"
tm109,violet,crafting,recipe,medali,TM Machine,true,false,true,,,5000,league-points,,,"Requires Shuppet Scrap ×3, Sableye Gem ×3, Sinistea Chip ×3"
tm110,scarlet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm110,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Arrokuda Scales ×5, Wiglett Sand ×3, Buizel Fur ×3"
tm110,violet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm110,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Arrokuda Scales ×5, Wiglett Sand ×3, Buizel Fur ×3"
tm111,scarlet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Capsakid Seed ×5, Hoppip Leaf ×3, Skiddo Leaf ×3"
tm111,scarlet,overworld,visible,area-zero,,false,false,true,,,,,,,
tm111,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm111,violet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Capsakid Seed ×5, Hoppip Leaf ×3, Skiddo Leaf ×3"
tm111,violet,overworld,visible,area-zero,,false,false,true,,,,,,,
tm111,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm112,scarlet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,1,,40,battle-points,,Only in The Indigo Disk,
tm112,scarlet,crafting,recipe,,TM Machine,true,false,true,1,,8000,league-points,,,"Requires Ralts Dust ×5, Riolu Fur ×3, Charcadet Soot ×3"
tm112,violet,crafting,recipe,,TM Machine,true,false,true,1,,8000,league-points,,,"Requires Ralts Dust ×5, Riolu Fur ×3, Charcadet Soot ×3"
tm112,violet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,1,,40,battle-points,,Only in The Indigo Disk,
tm113,scarlet,exchange,,,Blueberry Academy Store,true,false,true,,,25,battle-points,,Only in The Indigo Disk,
tm113,scarlet,crafting,recipe,,TM Machine,true,false,true,,,5000,league-points,,,"Requires Rufflet Feather ×3, Rookidee Feather ×3, Bombirdier Feather ×3"
tm113,violet,exchange,,,Blueberry Academy Store,true,false,true,,,25,battle-points,,Only in The Indigo Disk,
tm113,violet,crafting,recipe,,TM Machine,true,false,true,,,5000,league-points,,,"Requires Rufflet Feather ×3, Rookidee Feather ×3, Bombirdier Feather ×3"
tm114,scarlet,crafting,recipe,area-zero,TM Machine; prize for defeating Ryme,true,false,true,,,8000,league-points,,After defeating Ryme,"Requires Gastly Gas ×5, Sandygast Sand ×3, Sinistea Chip ×3"
tm114,violet,crafting,recipe,area-zero,TM Machine; prize for defeating Ryme,true,false,true,,,8000,league-points,,After defeating Ryme,"Requires Gastly Gas ×5, Sandygast Sand ×3, Sinistea Chip ×3"
tm115,scarlet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Goomy Goo ×5, Swablu Fluff ×3, Tatsugiri Scales ×3"
tm115,scarlet,exchange,,blueberry-academy-store,Canyon Biome,true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm115,violet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Goomy Goo ×5, Swablu Fluff ×3, Tatsugiri Scales ×3"
tm115,violet,exchange,,blueberry-academy-store,Canyon Biome,true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm116,scarlet,story,,,After School Pokémon Research Club,false,false,true,,,,,,,
tm116,scarlet,crafting,recipe,,TM Machine,true,false,true,,,5000,league-points,,,Requires Rolycoly Coal ×3 and Rockruff Rock ×3
tm116,scarlet,overworld,visible,south-province-area-two,,false,false,true,,,,,,,
tm116,violet,story,,,After School Pokémon Research Club,false,false,true,,,,,,,
tm116,violet,overworld,visible,south-province-area-two,,false,false,true,,,,,,,
tm116,violet,crafting,recipe,,TM Machine,true,false,true,,,5000,league-points,,,Requires Rolycoly Coal ×3 and Rockruff Rock ×3
tm117,scarlet,crafting,recipe,south-province-area-six,TM Machine,true,false,true,,,8000,league-points,,,"Requires Litleo Tuft ×5, Tandemaus Fur ×3, Skwovet Fur ×3"
tm117,scarlet,shop,specialty-shop,blueberry-academy,"Blueberry Academy Store, Canyon Biome",true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm117,violet,crafting,recipe,south-province-area-six,TM Machine,true,false,true,,,8000,league-points,,,"Requires Litleo Tuft ×5, Tandemaus Fur ×3, Skwovet Fur ×3"
tm117,violet,shop,specialty-shop,blueberry-academy,"Blueberry Academy Store, Canyon Biome",true,false,true,,,40,battle-points,,Only in The Indigo Disk,
tm118,scarlet,shop,vendor,blueberry-academy,"Blueberry Academy Store, Savanna Plaza",true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm118,scarlet,crafting,recipe,asado-desert,TM Machine,true,false,true,,,10000,league-points,,,"Requires materials: Growlithe Fur ×5, Torkoal Coal ×3, Larvesta Fuzz ×3."
tm118,violet,crafting,recipe,asado-desert,TM Machine,true,false,true,,,10000,league-points,,,"Requires materials: Growlithe Fur ×5, Torkoal Coal ×3, Larvesta Fuzz ×3."
tm118,violet,shop,vendor,blueberry-academy,"Blueberry Academy Store, Savanna Plaza",true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm119,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Deerling Hair ×5, Applin Juice ×3, Bramblin Twig ×3"
tm119,scarlet,shop,vendor,blueberry-academy,"Blueberry Academy Store, Canyon Biome",true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm119,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Deerling Hair ×5, Applin Juice ×3, Bramblin Twig ×3"
tm119,violet,shop,vendor,blueberry-academy,"Blueberry Academy Store, Canyon Biome",true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm120,scarlet,trainer-reward,gym-leader,,Prize for defeating Tulip,false,false,true,,,,,,,
tm120,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Rellor Mud ×5, Indeedee Fur ×3, Ralts Dust ×3"
tm120,violet,trainer-reward,gym-leader,,Prize for defeating Tulip,false,false,true,,,,,,,
tm120,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Rellor Mud ×5, Indeedee Fur ×3, Ralts Dust ×3"
tm121,scarlet,crafting,tm-machine,,TM Machine,true,false,true,,,5000,league-points,,,"Requires Cufant Tarnish ×3, Bronzor Fragment ×3, Dondozo Whisker ×3"
tm121,violet,crafting,tm-machine,,TM Machine,true,false,true,,,5000,league-points,,,"Requires Cufant Tarnish ×3, Bronzor Fragment ×3, Dondozo Whisker ×3"
tm122,scarlet,crafting,recipe,,"TM Machine locations including Levincia, Casseroya Lake, Segin Squad's Base, North Province (Area Three), South Province (Area Four); Infernal Pass in The Teal Mask",true,false,true,,,3000,league-points,,,Requires materials: Hawlucha Down ×3 and Slakoth Fur ×3
tm122,violet,crafting,recipe,,"TM Machine locations including Levincia, Casseroya Lake, Segin Squad's Base, North Province (Area Three), South Province (Area Four); Infernal Pass in The Teal Mask",true,false,true,,,3000,league-points,,,Requires materials: Hawlucha Down ×3 and Slakoth Fur ×3
tm123,scarlet,crafting,item-printer,levincia,TM Machine,true,false,true,,,10000,league-points,,,Also available in Kitakami Wilds during The Teal Mask
tm123,violet,crafting,item-printer,levincia,TM Machine,true,false,true,,,10000,league-points,,,Also available in Kitakami Wilds during The Teal Mask
tm124,scarlet,trainer-reward,gym-leader,,Prize for defeating Grusha,false,false,true,,,,,,,
tm124,scarlet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Cetoddle Grease ×5, Bergmite Ice ×3, Frigibax Scales ×3"
tm124,scarlet,shop,specialty-shop,,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm124,violet,crafting,recipe,,TM Machine,true,false,true,,,8000,league-points,,,"Requires Cetoddle Grease ×5, Bergmite Ice ×3, Frigibax Scales ×3"
tm124,violet,shop,specialty-shop,,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm124,violet,trainer-reward,gym-leader,,Prize for defeating Grusha,false,false,true,,,,,,,
tm125,scarlet,crafting,craftworks,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Litleo Tuft ×5, Houndour Fang ×3, Numel Lava ×3"
tm125,scarlet,exchange,,blueberry-academy-store,Coastal Biome,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm125,violet,crafting,craftworks,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Litleo Tuft ×5, Houndour Fang ×3, Numel Lava ×3"
tm125,violet,exchange,,blueberry-academy-store,Coastal Biome,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm126,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,Requires materials
tm126,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,Requires materials
tm127,scarlet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm127,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Fidough Fur ×5, Tandemaus Fur ×3, Tinkatink Hair ×3"
tm127,violet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm127,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Fidough Fur ×5, Tandemaus Fur ×3, Tinkatink Hair ×3"
tm128,scarlet,crafting,recipe,mesagoza,TM Machine,true,false,true,,,1500,league-points,,,Requires 3 Slowpoke Claw and 3 Slakoth Fur
tm128,violet,crafting,recipe,mesagoza,TM Machine,true,false,true,,,1500,league-points,,,Requires 3 Slowpoke Claw and 3 Slakoth Fur
tm129,scarlet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,Requires Stantler Hair ×3 and Indeedee Fur ×3
