id,ndex_id,identifier,form_name,type_1_id,type_2_id,pokemon_category,shape_id,footprint_path,pokedex_color_id,height_m,height_ft,weight_kg,weight_lbs,ability_primary_id,ability_secondary_id,ability_hidden_id,ev_yield_hp,ev_yield_atk,ev_yield_def,ev_yield_spatk,ev_yield_spdef,ev_yield_speed,main_image_normal_path,main_image_normal_path_small,main_image_normal_path_preview,main_image_normal_path_medium,main_image_shiny_path,main_image_shiny_path_small,pokemon_cry_path,stat_hp,stat_attack,stat_defense,stat_spatk,stat_spdef,stat_speed,stat_total,base_experience,is_default_form,include,type_weakness_chart_id,is_first_partner,is_baby,is_mega_evolution,is_gmax_form,is_legendary,is_mythical,is_ultrabeast,is_paradox,is_fossil,origin_region_identifier
1161,915,lechonk-default,Default Form,1,,Hog Pokémon,5,,4,0.5m,"1'8""",10.2kg,22.49lbs,165,82,47,1,0,0,0,0,0,https://cdn.pokedb.org/6e9212fa55dc143d05a6954b36070c30f161926d38422f4b36fea948b40a4b86,https://cdn.pokedb.org/6e9212fa55dc143d05a6954b36070c30f161926d38422f4b36fea948b40a4b86w40h40,https://cdn.pokedb.org/6e9212fa55dc143d05a6954b36070c30f161926d38422f4b36fea948b40a4b86w70h70,https://cdn.pokedb.org/6e9212fa55dc143d05a6954b36070c30f161926d38422f4b36fea948b40a4b86w100h100,https://cdn.pokedb.org/ca1729b55e568b5dcc0300115dd4127f9a00627b7f0644f4262a1d9b44ec75b8,https://cdn.pokedb.org/ca1729b55e568b5dcc0300115dd4127f9a00627b7f0644f4262a1d9b44ec75b8w40h40,https://cdn.pokedb.org/e9f596d1cf15624488dac7115666e0f1255e53052c4d677cffab61d5a685ac16,54,45,40,35,45,35,254,51,true,true,3241,false,false,false,false,false,false,false,false,false,paldea
1162,916,oinkologne-male,Male Form,1,,Hog Pokémon,5,,4,1m,"3'3""",120kg,264.55lbs,268,82,47,2,0,0,0,0,0,https://cdn.pokedb.org/3074d98ec299f9a7a51752f6b0a71be5aadb4047884717ebf9a33b2cf31feea8,https://cdn.pokedb.org/3074d98ec299f9a7a51752f6b0a71be5aadb4047884717ebf9a33b2cf31feea8w40h40,https://cdn.pokedb.org/3074d98ec299f9a7a51752f6b0a71be5aadb4047884717ebf9a33b2cf31feea8w70h70,https://cdn.pokedb.org/3074d98ec299f9a7a51752f6b0a71be5aadb4047884717ebf9a33b2cf31feea8w100h100,https://cdn.pokedb.org/34cd5e4907de4fd8ac21a3c7d02482b1bd07be94c6d7b841c39da430d0bbe40d,https://cdn.pokedb.org/34cd5e4907de4fd8ac21a3c7d02482b1bd07be94c6d7b841c39da430d0bbe40dw40h40,https://cdn.pokedb.org/9af7f21e043a18b4bcf5fd2fd801f5d579d7654c1b411c3527090b5140c99754,110,100,75,59,80,65,489,171,true,true,3241,false,false,false,false,false,false,false,false,false,paldea
1163,916,oinkologne-female,Female Form,1,,Hog Pokémon,5,,3,1m,"3'3""",120kg,264.55lbs,165,82,47,2,0,0,0,0,0,https://cdn.pokedb.org/585dfdf3e347097facdf4f493c58d0365ed7d4d08527bae1f4c85811119ae6b1,https://cdn.pokedb.org/585dfdf3e347097facdf4f493c58d0365ed7d4d08527bae1f4c85811119ae6b1w40h40,https://cdn.pokedb.org/585dfdf3e347097facdf4f493c58d0365ed7d4d08527bae1f4c85811119ae6b1w70h70,https://cdn.pokedb.org/585dfdf3e347097facdf4f493c58d0365ed7d4d08527bae1f4c85811119ae6b1w100h100,https://cdn.pokedb.org/30549a5373e8f56a9ad78db6b7b9c0e4bbe8b1b9c13f322a30e2014783cafdd8,https://cdn.pokedb.org/30549a5373e8f56a9ad78db6b7b9c0e4bbe8b1b9c13f322a30e2014783cafdd8w40h40,https://cdn.pokedb.org/80c90a4cd5ae916188315173fd4bed98807d591ef120c2e9550e06b91b0ce863,115,90,70,59,90,65,489,171,false,true,3241,false,false,false,false,false,false,false,false,false,paldea
1164,917,tarountula-default,Default Form,7,,String Ball Pokémon,4,,9,0.3m,"0'12""",4kg,8.82lbs,15,,198,0,0,1,0,0,0,https://cdn.pokedb.org/28cedc185917f13ae3976c605289185d3ac14668797765e87ba7f495d4a40cdc,https://cdn.pokedb.org/28cedc185917f13ae3976c605289185d3ac14668797765e87ba7f495d4a40cdcw40h40,https://cdn.pokedb.org/28cedc185917f13ae3976c605289185d3ac14668797765e87ba7f495d4a40cdcw70h70,https://cdn.pokedb.org/28cedc185917f13ae3976c605289185d3ac14668797765e87ba7f495d4a40cdcw100h100,https://cdn.pokedb.org/775ff557310676c9f2dd58d48758250d9b0045506d43ecc325f14cc52342404c,https://cdn.pokedb.org/775ff557310676c9f2dd58d48758250d9b0045506d43ecc325f14cc52342404cw40h40,https://cdn.pokedb.org/dd79f39f981c84130ecb191c52a45e2084d203e4c14b4b3abea892bada6804e0,35,41,45,29,40,20,210,42,true,true,3349,false,false,false,false,false,false,false,false,false,paldea
1165,918,spidops-default,Default Form,7,,Trap Pokémon,4,,5,1m,"3'3""",16.5kg,36.38lbs,15,,198,0,0,2,0,0,0,https://cdn.pokedb.org/584810530a30d51d98bab102ccf2b1abf54eb3e4d0d968380e5288a5dc83e059,https://cdn.pokedb.org/584810530a30d51d98bab102ccf2b1abf54eb3e4d0d968380e5288a5dc83e059w40h40,https://cdn.pokedb.org/584810530a30d51d98bab102ccf2b1abf54eb3e4d0d968380e5288a5dc83e059w70h70,https://cdn.pokedb.org/584810530a30d51d98bab102ccf2b1abf54eb3e4d0d968380e5288a5dc83e059w100h100,https://cdn.pokedb.org/b9e2b5ed49da6c3ef3ae290417ae3a9f78ed0edc31b37a9a04203903f64bcd1c,https://cdn.pokedb.org/b9e2b5ed49da6c3ef3ae290417ae3a9f78ed0edc31b37a9a04203903f64bcd1cw40h40,https://cdn.pokedb.org/a5bc43d6414ea57f4c1f2948289a667f36a22015c431a0818d663ee24bc41cf0,60,79,92,52,86,35,404,141,true,true,3349,false,false,false,false,false,false,false,false,false,paldea
1166,919,nymble-default,Default Form,7,,Grasshopper Pokémon,4,,4,0.2m,"0'8""",1kg,2.2lbs,68,,110,0,1,0,0,0,0,https://cdn.pokedb.org/80ba9a3b55476c3f35a39e89cfecd627b831945074f35dcb88484a6f714e9e5e,https://cdn.pokedb.org/80ba9a3b55476c3f35a39e89cfecd627b831945074f35dcb88484a6f714e9e5ew40h40,https://cdn.pokedb.org/80ba9a3b55476c3f35a39e89cfecd627b831945074f35dcb88484a6f714e9e5ew70h70,https://cdn.pokedb.org/80ba9a3b55476c3f35a39e89cfecd627b831945074f35dcb88484a6f714e9e5ew100h100,https://cdn.pokedb.org/aa443606501a591cba41f3f7778b566d04d6c143b186f848f16b1a909ddd93b3,https://cdn.pokedb.org/aa443606501a591cba41f3f7778b566d04d6c143b186f848f16b1a909ddd93b3w40h40,https://cdn.pokedb.org/d9688810a9dd5402d47d724a7b72e5cc35ca52b307ed86772d87c5afcd210d52,33,46,40,21,25,45,210,42,true,true,3349,false,false,false,false,false,false,false,false,false,paldea
1167,920,lokix-default,Default Form,7,17,Grasshopper Pokémon,4,,4,1m,"3'3""",17.5kg,38.58lbs,68,,110,0,2,0,0,0,0,https://cdn.pokedb.org/3fb672b7352de07ef6650ed8eaeb356c51c9c7051c0647ad4243d12cca62e306,https://cdn.pokedb.org/3fb672b7352de07ef6650ed8eaeb356c51c9c7051c0647ad4243d12cca62e306w40h40,https://cdn.pokedb.org/3fb672b7352de07ef6650ed8eaeb356c51c9c7051c0647ad4243d12cca62e306w70h70,https://cdn.pokedb.org/3fb672b7352de07ef6650ed8eaeb356c51c9c7051c0647ad4243d12cca62e306w100h100,https://cdn.pokedb.org/d595b7613d070eb58240fd9ecb9bde4e3e7dbb649e79af76e5fc3ea66d42a19b,https://cdn.pokedb.org/d595b7613d070eb58240fd9ecb9bde4e3e7dbb649e79af76e5fc3ea66d42a19bw40h40,https://cdn.pokedb.org/a8fa6f63a6be2385d19dca30bbbd0cfc7a6f22d42dd765c51a2ababfc7854b50,71,102,78,52,55,92,450,158,true,true,3365,false,false,false,false,false,false,false,false,false,paldea
1168,921,pawmi-default,Default Form,13,,Mouse Pokémon,10,,10,0.3m,"0'12""",2.5kg,5.51lbs,9,30,89,0,0,0,0,0,1,https://cdn.pokedb.org/715c932b246e84abb1d71166ce8d9e150d6afd67caff6f80a0d42faf5d9a33df,https://cdn.pokedb.org/715c932b246e84abb1d71166ce8d9e150d6afd67caff6f80a0d42faf5d9a33dfw40h40,https://cdn.pokedb.org/715c932b246e84abb1d71166ce8d9e150d6afd67caff6f80a0d42faf5d9a33dfw70h70,https://cdn.pokedb.org/715c932b246e84abb1d71166ce8d9e150d6afd67caff6f80a0d42faf5d9a33dfw100h100,https://cdn.pokedb.org/97cade8f22a17b2e5a44b955377e55b019626be72d1c3c2251f32870f249f142,https://cdn.pokedb.org/97cade8f22a17b2e5a44b955377e55b019626be72d1c3c2251f32870f249f142w40h40,https://cdn.pokedb.org/22119aa4a9ee9533e507c823f8bd36be4965bd54165ab3d955c2ce7347225e1f,45,50,20,40,25,60,240,48,true,true,3457,false,false,false,false,false,false,false,false,false,paldea
1169,922,pawmo-default,Default Form,13,2,Mouse Pokémon,10,,10,0.4m,"1'4""",6.5kg,14.33lbs,10,30,89,0,0,0,0,0,2,https://cdn.pokedb.org/9a88bc72f8400c41877b31d17aa96ebd618048b8c3dfc2a384df83ab03ab18f1,https://cdn.pokedb.org/9a88bc72f8400c41877b31d17aa96ebd618048b8c3dfc2a384df83ab03ab18f1w40h40,https://cdn.pokedb.org/9a88bc72f8400c41877b31d17aa96ebd618048b8c3dfc2a384df83ab03ab18f1w70h70,https://cdn.pokedb.org/9a88bc72f8400c41877b31d17aa96ebd618048b8c3dfc2a384df83ab03ab18f1w100h100,https://cdn.pokedb.org/94c9d68e8f0f74f007edaf46384e3c9dfac1f5667ebc8ac101766c4d5c0c4d03,https://cdn.pokedb.org/94c9d68e8f0f74f007edaf46384e3c9dfac1f5667ebc8ac101766c4d5c0c4d03w40h40,https://cdn.pokedb.org/ae5883aaad549be442271efe50e9713ea8e40cf63f13e0cecd2a296ddf293bba,60,75,40,50,40,85,350,123,true,true,3459,false,false,false,false,false,false,false,false,false,paldea
1170,923,pawmot-default,Default Form,13,2,Hands-On Pokémon,10,,10,0.9m,"2'11""",41kg,90.39lbs,10,30,89,0,3,0,0,0,0,https://cdn.pokedb.org/a8351a89e1acd000fd4a92e20543062ecea6762ec985fa6754be76f4ff229243,https://cdn.pokedb.org/a8351a89e1acd000fd4a92e20543062ecea6762ec985fa6754be76f4ff229243w40h40,https://cdn.pokedb.org/a8351a89e1acd000fd4a92e20543062ecea6762ec985fa6754be76f4ff229243w70h70,https://cdn.pokedb.org/a8351a89e1acd000fd4a92e20543062ecea6762ec985fa6754be76f4ff229243w100h100,https://cdn.pokedb.org/82a3a56224d1bb7a31202cc68490e631d3b066a9619e6ac09787babfab516477,https://cdn.pokedb.org/82a3a56224d1bb7a31202cc68490e631d3b066a9619e6ac09787babfab516477w40h40,https://cdn.pokedb.org/7210f159b7a987b6e8912bd8d8e0061b27017d3e6b160f8bdce106bb4d8dac06,70,115,70,70,60,105,490,245,true,true,3459,false,false,false,false,false,false,false,false,false,paldea
1171,924,tandemaus-default,Default Form,1,,Couple Pokémon,7,,9,0.3m,"0'12""",1.8kg,3.97lbs,50,53,20,0,0,0,0,0,1,https://cdn.pokedb.org/f30bed66a0c8ffa3a2ca99c2094f4e75d4719aa2e09f7d3583fcf4fb766ef6d6,https://cdn.pokedb.org/f30bed66a0c8ffa3a2ca99c2094f4e75d4719aa2e09f7d3583fcf4fb766ef6d6w40h40,https://cdn.pokedb.org/f30bed66a0c8ffa3a2ca99c2094f4e75d4719aa2e09f7d3583fcf4fb766ef6d6w70h70,https://cdn.pokedb.org/f30bed66a0c8ffa3a2ca99c2094f4e75d4719aa2e09f7d3583fcf4fb766ef6d6w100h100,https://cdn.pokedb.org/39df46ab1d3204827984ec2b9a61fbf6374da6fb1a6430e3da1e16e04ae00fb3,https://cdn.pokedb.org/39df46ab1d3204827984ec2b9a61fbf6374da6fb1a6430e3da1e16e04ae00fb3w40h40,https://cdn.pokedb.org/fa77c4da5d3c406235125a039ac16a321bce867c5b28f01fa1b84ad4011a0c46,50,50,45,40,45,75,305,61,true,true,3241,false,false,false,false,false,false,false,false,false,paldea
1172,925,maushold-family-of-three,Family of Three,1,,Family Pokémon,7,,9,0.3m,"0'12""",2.3kg,5.07lbs,132,167,101,0,0,0,0,0,2,https://cdn.pokedb.org/2d6291d6ddd6af25f5bb94b8cadf1107cefdff6a0d46bcd0de3974812abb4265,https://cdn.pokedb.org/2d6291d6ddd6af25f5bb94b8cadf1107cefdff6a0d46bcd0de3974812abb4265w40h40,https://cdn.pokedb.org/2d6291d6ddd6af25f5bb94b8cadf1107cefdff6a0d46bcd0de3974812abb4265w70h70,https://cdn.pokedb.org/2d6291d6ddd6af25f5bb94b8cadf1107cefdff6a0d46bcd0de3974812abb4265w100h100,https://cdn.pokedb.org/002eb68642978177b0981bd5a2bc07318a02c7eda8bf45b20511852f81ca77bf,https://cdn.pokedb.org/002eb68642978177b0981bd5a2bc07318a02c7eda8bf45b20511852f81ca77bfw40h40,https://cdn.pokedb.org/c5e644acd3cc070c02f3d7019669cb48d43500600d41ba8319ca8d01d7b561d0,74,75,70,65,75,111,470,165,true,true,3241,false,false,false,false,false,false,false,false,false,paldea
1173,925,maushold-family-of-four,Family of Four,1,,Family Pokémon,7,,9,0.3m,"0'12""",2.8kg,6.17lbs,132,167,101,0,0,0,0,0,2,https://cdn.pokedb.org/3aa39d1137e7a5c6e47fba9dd1bae312f771aef8a2a78e058d28a85a0b6e010b,https://cdn.pokedb.org/3aa39d1137e7a5c6e47fba9dd1bae312f771aef8a2a78e058d28a85a0b6e010bw40h40,https://cdn.pokedb.org/3aa39d1137e7a5c6e47fba9dd1bae312f771aef8a2a78e058d28a85a0b6e010bw70h70,https://cdn.pokedb.org/3aa39d1137e7a5c6e47fba9dd1bae312f771aef8a2a78e058d28a85a0b6e010bw100h100,https://cdn.pokedb.org/10a1aae6f3dd242cb2757f262a916a5e9d2507f4cf7327f1ca20f57a1b149a92,https://cdn.pokedb.org/10a1aae6f3dd242cb2757f262a916a5e9d2507f4cf7327f1ca20f57a1b149a92w40h40,https://cdn.pokedb.org/f934319a9d22ae4cbd983fcaebaf66f05e18f844cc2d4f2078396a64ba6cbad1,74,75,70,65,75,111,470,165,false,true,3241,false,false,false,false,false,false,false,false,false,paldea
1174,926,fidough-default,Default Form,18,,Puppy Pokémon,5,,10,0.3m,"0'12""",10.9kg,24.03lbs,20,,103,0,0,0,0,0,1,https://cdn.pokedb.org/fd9b85e5e1a39d675160d68e433e5a094871e34cbffcea68ecdd2ce9583269d3,https://cdn.pokedb.org/fd9b85e5e1a39d675160d68e433e5a094871e34cbffcea68ecdd2ce9583269d3w40h40,https://cdn.pokedb.org/fd9b85e5e1a39d675160d68e433e5a094871e34cbffcea68ecdd2ce9583269d3w70h70,https://cdn.pokedb.org/fd9b85e5e1a39d675160d68e433e5a094871e34cbffcea68ecdd2ce9583269d3w100h100,https://cdn.pokedb.org/6c7936314b1c9a389667c4b4eae8f243a64d78ef821b2a1309cacebb4540c0d7,https://cdn.pokedb.org/6c7936314b1c9a389667c4b4eae8f243a64d78ef821b2a1309cacebb4540c0d7w40h40,https://cdn.pokedb.org/f4ba5880d6f04a9acc1d9908c758cf683671384499fbba48b85e2afe98c31eeb,37,55,70,30,55,65,312,62,true,true,3547,false,false,false,false,false,false,false,false,false,paldea
1175,927,dachsbun-default,Default Form,18,,Dog Pokémon,5,,3,0.5m,"1'8""",14.9kg,32.85lbs,273,,165,0,0,0,0,0,2,https://cdn.pokedb.org/bbaf160973f461b5c8f904e34690be4c1e395c08c2230a417a652119cd5ce7cf,https://cdn.pokedb.org/bbaf160973f461b5c8f904e34690be4c1e395c08c2230a417a652119cd5ce7cfw40h40,https://cdn.pokedb.org/bbaf160973f461b5c8f904e34690be4c1e395c08c2230a417a652119cd5ce7cfw70h70,https://cdn.pokedb.org/bbaf160973f461b5c8f904e34690be4c1e395c08c2230a417a652119cd5ce7cfw100h100,https://cdn.pokedb.org/49b6f02b9d7273b10df8565f201d0f72fede1f6bda03163fa804178700cea0bb,https://cdn.pokedb.org/49b6f02b9d7273b10df8565f201d0f72fede1f6bda03163fa804178700cea0bbw40h40,https://cdn.pokedb.org/f6e78b5f53d647cf0da74de49c88b6b31010f64071c863dac8f2784389695594,57,80,115,50,80,95,477,167,true,true,3547,false,false,false,false,false,false,false,false,false,paldea
1176,928,smoliv-default,Default Form,12,1,Olive Pokémon,9,,5,0.3m,"0'12""",6.5kg,14.33lbs,48,,139,0,0,0,1,0,0,https://cdn.pokedb.org/28d54bcb4e7b32a8aa10ab3471090fcf04ffa0e44031360365649932d13e5bcc,https://cdn.pokedb.org/28d54bcb4e7b32a8aa10ab3471090fcf04ffa0e44031360365649932d13e5bccw40h40,https://cdn.pokedb.org/28d54bcb4e7b32a8aa10ab3471090fcf04ffa0e44031360365649932d13e5bccw70h70,https://cdn.pokedb.org/28d54bcb4e7b32a8aa10ab3471090fcf04ffa0e44031360365649932d13e5bccw100h100,https://cdn.pokedb.org/0b3d0662dcfb618cdc138579729e5fc08bc375be0ab96f82251affdb353e7dbd,https://cdn.pokedb.org/0b3d0662dcfb618cdc138579729e5fc08bc375be0ab96f82251affdb353e7dbdw40h40,https://cdn.pokedb.org/49451ffc1a00bce236da9639308c2cedaffb409c33aaecce77903e1eff1d93de,41,35,45,58,51,30,260,52,true,true,3440,false,false,false,false,false,false,false,false,false,paldea
1177,929,dolliv-default,Default Form,12,1,Olive Pokémon,9,,5,0.6m,"1'12""",11.9kg,26.23lbs,48,,139,0,0,0,2,0,0,https://cdn.pokedb.org/1c1c3e0050310bcb18362c04c69e37badf86c69659ff7a2d74c68834f834c617,https://cdn.pokedb.org/1c1c3e0050310bcb18362c04c69e37badf86c69659ff7a2d74c68834f834c617w40h40,https://cdn.pokedb.org/1c1c3e0050310bcb18362c04c69e37badf86c69659ff7a2d74c68834f834c617w70h70,https://cdn.pokedb.org/1c1c3e0050310bcb18362c04c69e37badf86c69659ff7a2d74c68834f834c617w100h100,https://cdn.pokedb.org/9e4e17924b73a35ee611873ec37251be6f6cffc962dbeba022482e5d90fa7058,https://cdn.pokedb.org/9e4e17924b73a35ee611873ec37251be6f6cffc962dbeba022482e5d90fa7058w40h40,https://cdn.pokedb.org/4b9ca94b90b6b113dc310163249f943507f58a0e954bdc376b5aa550c17181a3,52,53,60,78,78,33,354,124,true,true,3440,false,false,false,false,false,false,false,false,false,paldea
1178,930,arboliva-default,Default Form,12,1,Olive Pokémon,9,,5,1.4m,"4'7""",48.2kg,106.26lbs,269,,139,0,0,0,3,0,0,https://cdn.pokedb.org/1a66416bdd1f142c8a28a575c745ba3747d9f6380269a04dda72d88ab25e9525,https://cdn.pokedb.org/1a66416bdd1f142c8a28a575c745ba3747d9f6380269a04dda72d88ab25e9525w40h40,https://cdn.pokedb.org/1a66416bdd1f142c8a28a575c745ba3747d9f6380269a04dda72d88ab25e9525w70h70,https://cdn.pokedb.org/1a66416bdd1f142c8a28a575c745ba3747d9f6380269a04dda72d88ab25e9525w100h100,https://cdn.pokedb.org/1723ba89ae3ce7e4f3b78d00cb8262c62f5779c9b34e4144c1a8c810ff96732a,https://cdn.pokedb.org/1723ba89ae3ce7e4f3b78d00cb8262c62f5779c9b34e4144c1a8c810ff96732aw40h40,https://cdn.pokedb.org/7168cfdb668a741eadf69a5895adaaec4c89a9c423c4cf3b0a5493ddebf7455b,78,69,90,125,109,39,510,255,true,true,3440,false,false,false,false,false,false,false,false,false,paldea
1179,931,squawkabilly-green,Green Plumage,1,3,Parrot Pokémon,12,,5,0.6m,"1'12""",2.4kg,5.29lbs,22,55,62,0,1,0,0,0,0,https://cdn.pokedb.org/3c46183501acf812ed1b4195f1e54cd74bd1163d8c647c0966226fa2befb3a7c,https://cdn.pokedb.org/3c46183501acf812ed1b4195f1e54cd74bd1163d8c647c0966226fa2befb3a7cw40h40,https://cdn.pokedb.org/3c46183501acf812ed1b4195f1e54cd74bd1163d8c647c0966226fa2befb3a7cw70h70,https://cdn.pokedb.org/3c46183501acf812ed1b4195f1e54cd74bd1163d8c647c0966226fa2befb3a7cw100h100,https://cdn.pokedb.org/96026a350901b5cd3154195407bcbf30e06e0f1a66b093a70c7a59c642b056f7,https://cdn.pokedb.org/96026a350901b5cd3154195407bcbf30e06e0f1a66b093a70c7a59c642b056f7w40h40,https://cdn.pokedb.org/9921399de38cdf206edd424eb25bc04e61cf0a5f96bd3d99ef72a3eb070a9f78,82,96,51,45,51,92,417,146,true,true,3243,false,false,false,false,false,false,false,false,false,paldea
1180,931,squawkabilly-blue,Blue Plumage,1,3,Parrot Pokémon,12,,2,0.6m,"1'12""",2.4kg,5.29lbs,22,55,62,0,1,0,0,0,0,https://cdn.pokedb.org/45d8d6bfaf15bbb7f01748cc97c0ee2229746febb12eb6a8be2723ce11e811d1,https://cdn.pokedb.org/45d8d6bfaf15bbb7f01748cc97c0ee2229746febb12eb6a8be2723ce11e811d1w40h40,https://cdn.pokedb.org/45d8d6bfaf15bbb7f01748cc97c0ee2229746febb12eb6a8be2723ce11e811d1w70h70,https://cdn.pokedb.org/45d8d6bfaf15bbb7f01748cc97c0ee2229746febb12eb6a8be2723ce11e811d1w100h100,https://cdn.pokedb.org/ac3822b12d22a2c24b898912faaca50d2d45535f11afbb56a5314de4b31d065d,https://cdn.pokedb.org/ac3822b12d22a2c24b898912faaca50d2d45535f11afbb56a5314de4b31d065dw40h40,https://cdn.pokedb.org/9921399de38cdf206edd424eb25bc04e61cf0a5f96bd3d99ef72a3eb070a9f78,82,96,51,45,51,92,417,146,false,true,3243,false,false,false,false,false,false,false,false,false,paldea
1181,931,squawkabilly-yellow,Yellow Plumage,1,3,Parrot Pokémon,12,,10,0.6m,"1'12""",2.4kg,5.29lbs,22,55,125,0,1,0,0,0,0,https://cdn.pokedb.org/4cfe103158f5e6189853601460e16d6092b1b6bca71f8c7e175cc40884c77d3b,https://cdn.pokedb.org/4cfe103158f5e6189853601460e16d6092b1b6bca71f8c7e175cc40884c77d3bw40h40,https://cdn.pokedb.org/4cfe103158f5e6189853601460e16d6092b1b6bca71f8c7e175cc40884c77d3bw70h70,https://cdn.pokedb.org/4cfe103158f5e6189853601460e16d6092b1b6bca71f8c7e175cc40884c77d3bw100h100,https://cdn.pokedb.org/4018ce3be7386e63cdd75337eba6217faa48cf5d8141e941c5770d4ed879d680,https://cdn.pokedb.org/4018ce3be7386e63cdd75337eba6217faa48cf5d8141e941c5770d4ed879d680w40h40,https://cdn.pokedb.org/9921399de38cdf206edd424eb25bc04e61cf0a5f96bd3d99ef72a3eb070a9f78,82,96,51,45,51,92,417,146,false,true,3243,false,false,false,false,false,false,false,false,false,paldea
1182,931,squawkabilly-white,White Plumage,1,3,Parrot Pokémon,12,,9,0.6m,"1'12""",2.4kg,5.29lbs,22,55,125,0,1,0,0,0,0,https://cdn.pokedb.org/bab5d62b6a21b79408afde181f33e24c6375ccfa94c9c98ed9ef266877293cb8,https://cdn.pokedb.org/bab5d62b6a21b79408afde181f33e24c6375ccfa94c9c98ed9ef266877293cb8w40h40,https://cdn.pokedb.org/bab5d62b6a21b79408afde181f33e24c6375ccfa94c9c98ed9ef266877293cb8w70h70,https://cdn.pokedb.org/bab5d62b6a21b79408afde181f33e24c6375ccfa94c9c98ed9ef266877293cb8w100h100,https://cdn.pokedb.org/061c207002e525747bd181a36407a252ebd91e0ac7f038756bef77b5b293de4d,https://cdn.pokedb.org/061c207002e525747bd181a36407a252ebd91e0ac7f038756bef77b5b293de4dw40h40,https://cdn.pokedb.org/9921399de38cdf206edd424eb25bc04e61cf0a5f96bd3d99ef72a3eb070a9f78,82,96,51,45,51,92,417,146,false,true,3243,false,false,false,false,false,false,false,false,false,paldea
1183,932,nacli-default,Default Form,6,,Rock Salt Pokémon,1,,3,0.4m,"1'4""",16kg,35.27lbs,272,5,29,0,0,1,0,0,0,https://cdn.pokedb.org/b23c9a4d160d4e33c8119add7070a8dde4a71f3679e918356b2ebedab15cb6f0,https://cdn.pokedb.org/b23c9a4d160d4e33c8119add7070a8dde4a71f3679e918356b2ebedab15cb6f0w40h40,https://cdn.pokedb.org/b23c9a4d160d4e33c8119add7070a8dde4a71f3679e918356b2ebedab15cb6f0w70h70,https://cdn.pokedb.org/b23c9a4d160d4e33c8119add7070a8dde4a71f3679e918356b2ebedab15cb6f0w100h100,https://cdn.pokedb.org/5bdfee7a395a46ab3071daad004d8d62c9a6b92c802018bbde6c553b173d9dda,https://cdn.pokedb.org/5bdfee7a395a46ab3071daad004d8d62c9a6b92c802018bbde6c553b173d9ddaw40h40,https://cdn.pokedb.org/cb5c01d69a7f3ae5e53807b2edd6d3143240ae0cca636fcd4fb48a646c53e1d3,55,55,75,35,35,25,280,56,true,true,3331,false,false,false,false,false,false,false,false,false,paldea
1184,933,naclstack-default,Default Form,6,,Rock Salt Pokémon,5,,3,0.6m,"1'12""",105kg,231.49lbs,272,5,29,0,0,2,0,0,0,https://cdn.pokedb.org/8456d4fc775af9d624555d49b6b9ace2374dd349f228570f39c6d12cb126eb49,https://cdn.pokedb.org/8456d4fc775af9d624555d49b6b9ace2374dd349f228570f39c6d12cb126eb49w40h40,https://cdn.pokedb.org/8456d4fc775af9d624555d49b6b9ace2374dd349f228570f39c6d12cb126eb49w70h70,https://cdn.pokedb.org/8456d4fc775af9d624555d49b6b9ace2374dd349f228570f39c6d12cb126eb49w100h100,https://cdn.pokedb.org/de7a93c935c0ad722fbce7a3073b32e9c501e4f13ce27afb2ed4e6f4683982ce,https://cdn.pokedb.org/de7a93c935c0ad722fbce7a3073b32e9c501e4f13ce27afb2ed4e6f4683982cew40h40,https://cdn.pokedb.org/6df5e9798a7b8af543600eeca939a8d1ec211cda9b1f42413a75f873aaec3fef,60,60,100,35,65,35,355,124,true,true,3331,false,false,false,false,false,false,false,false,false,paldea
1185,934,garganacl-default,Default Form,6,,Rock Salt Pokémon,11,,3,2.3m,"7'7""",240kg,529.11lbs,272,5,29,0,0,3,0,0,0,https://cdn.pokedb.org/009b68543fea509481850226520d241304d6b1b6d00bb1f3be638ddd4e1fa2a4,https://cdn.pokedb.org/009b68543fea509481850226520d241304d6b1b6d00bb1f3be638ddd4e1fa2a4w40h40,https://cdn.pokedb.org/009b68543fea509481850226520d241304d6b1b6d00bb1f3be638ddd4e1fa2a4w70h70,https://cdn.pokedb.org/009b68543fea509481850226520d241304d6b1b6d00bb1f3be638ddd4e1fa2a4w100h100,https://cdn.pokedb.org/3edb0a1f0077e5cd4ad1d47b9bdd3b86d45a770f607e87bd384cb2d47900a880,https://cdn.pokedb.org/3edb0a1f0077e5cd4ad1d47b9bdd3b86d45a770f607e87bd384cb2d47900a880w40h40,https://cdn.pokedb.org/a4aeef5778f4e0823a06748499646778a4b99d9c711841c7ce20f2c99d6e44c3,100,100,130,45,90,35,500,250,true,true,3331,false,false,false,false,false,false,false,false,false,paldea
