item_identifier,version_identifier,price_type,amount,pokemon_currency_identifier,notes
tm015,diamond-pearl,sell,3750,pokedollars,
tm015,diamond-pearl,buy,7500,pokedollars,
tm015,emerald,buy,7500,pokedollars,
tm015,emerald,sell,3750,pokedollars,
tm015,firered-leafgreen,buy,7500,pokedollars,
tm015,firered-leafgreen,sell,3750,pokedollars,
tm015,gold-silver,sell,1500,pokedollars,
tm015,gold-silver,buy,7500,coins,
tm015,omega-ruby-alpha-sapphire,buy,50000,pokedollars,
tm015,platinum,sell,3750,pokedollars,
tm015,platinum,buy,7500,pokedollars,
tm015,red,sell,2500,pokedollars,
tm015,red,buy,5500,coins,
tm015,red-blue,sell,2500,pokedollars,
tm015,red-blue,buy,5500,coins,
tm015,ruby-sapphire,sell,3750,pokedollars,
tm015,ruby-sapphire,buy,7500,pokedollars,
tm015,sun-moon,buy,50000,pokedollars,
tm015,ultra-sun-ultra-moon,buy,50000,pokedollars,
tm015,x-y,buy,90000,pokedollars,
tm015,yellow,sell,2500,pokedollars,
tm015,yellow,buy,5500,coins,
tm016,black-white,buy,30000,pokedollars,Nimbasa City
tm016,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm016,brilliant-diamond-shining-pearl,buy,2000,pokedollars,Veilstone Department Store
tm016,diamond-pearl,sell,1000,pokedollars,
tm016,diamond-pearl,buy,2000,pokedollars,
tm016,emerald,buy,3000,pokedollars,Lilycove Department Store
tm016,emerald,sell,1500,pokedollars,
tm016,omega-ruby-alpha-sapphire,buy,10000,pokedollars,Lilycove Department Store
tm016,platinum,buy,2000,pokedollars,
tm016,platinum,sell,1000,pokedollars,
tm016,ruby-sapphire,sell,1500,pokedollars,
tm016,ruby-sapphire,buy,3000,pokedollars,Lilycove Department Store
tm016,sun-moon,buy,10000,pokedollars,Heahea City
tm016,ultra-sun-ultra-moon,buy,10000,pokedollars,Heahea City
tm016,x-y,buy,30000,pokedollars,Kiloude City Poké Mart
tm017,brilliant-diamond-shining-pearl,buy,2000,pokedollars,
tm017,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm017,crystal,buy,3000,pokedollars,
tm017,crystal,sell,1500,pokedollars,
tm017,diamond-pearl,sell,1000,pokedollars,
tm017,diamond-pearl,buy,2000,pokedollars,
tm017,emerald,buy,3000,pokedollars,
tm017,emerald,sell,1500,pokedollars,
tm017,gold-silver,sell,1500,pokedollars,
tm017,gold-silver,buy,3000,pokedollars,
tm017,heartgold-soulsilver,sell,1000,pokedollars,
tm017,heartgold-soulsilver,buy,2000,pokedollars,
tm017,omega-ruby-alpha-sapphire,buy,10000,pokedollars,
tm017,platinum,sell,1000,pokedollars,
tm017,platinum,buy,2000,pokedollars,
tm017,red-blue,buy,3000,pokedollars,
tm017,red-blue,sell,1500,pokedollars,
tm017,ruby-sapphire,sell,1500,pokedollars,
tm017,ruby-sapphire,buy,3000,pokedollars,
tm017,scarlet-violet,sell,400,pokedollars,
tm017,sun-moon,buy,10000,pokedollars,
tm017,sword-shield,buy,10000,pokedollars,
tm017,ultra-sun-ultra-moon,buy,10000,pokedollars,
tm017,yellow,sell,1500,pokedollars,
tm017,yellow,buy,3000,pokedollars,
tm018,black-2-white-2,buy,50000,pokedollars,
tm018,black-white,buy,50000,pokedollars,
tm018,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm018,crystal,buy,2000,pokedollars,
tm018,crystal,sell,1000,pokedollars,
tm018,diamond-pearl,sell,1000,pokedollars,
tm018,emerald,sell,1000,pokedollars,
tm018,firered-leafgreen,sell,1000,pokedollars,
tm018,gold-silver,sell,1000,pokedollars,
tm018,gold-silver,buy,2000,pokedollars,
tm018,platinum,sell,1000,pokedollars,
tm018,red-blue,sell,1000,pokedollars,
tm018,ruby-sapphire,sell,1000,pokedollars,
tm018,scarlet-violet,sell,3000,pokedollars,
tm018,sun-moon,buy,50000,pokedollars,
tm018,sword-shield,buy,10000,pokedollars,
tm018,ultra-sun-ultra-moon,buy,50000,pokedollars,
tm018,x-y,buy,50000,pokedollars,
tm019,crystal,sell,1500,pokedollars,
tm019,diamond-pearl,sell,1500,pokedollars,
tm019,emerald,sell,1500,pokedollars,
tm019,firered-leafgreen,sell,1500,pokedollars,
tm019,gold-silver,sell,1500,pokedollars,
tm019,heartgold-soulsilver,sell,1500,pokedollars,
tm019,lets-go-pikachu-lets-go-eevee,buy,50000,pokedollars,Celadon Department Store
tm019,platinum,sell,1500,pokedollars,
tm019,red-blue,sell,1500,pokedollars,
tm019,ruby-sapphire,sell,1500,pokedollars,
tm019,scarlet-violet,sell,200,pokedollars,
tm019,sun-moon,buy,10000,pokedollars,Malie City
tm019,sword-shield,buy,10000,pokedollars,Motostoke Upper Pokémon Center
tm019,yellow,sell,1500,pokedollars,
tm020,blue,sell,1000,pokedollars,
tm020,red,sell,1000,pokedollars,
tm020,yellow,sell,1000,pokedollars,
tm021,brilliant-diamond-shining-pearl,buy,3000,pokedollars,
tm021,diamond-pearl,buy,8000,coins,Game Corner
tm021,gold-silver,sell,500,pokedollars,
tm021,heartgold-soulsilver,buy,1000,pokedollars,
tm021,red-blue,sell,2500,pokedollars,
tm022,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm022,brilliant-diamond-shining-pearl,buy,3000,pokedollars,
tm022,crystal,sell,1500,pokedollars,
tm022,diamond-pearl,sell,1500,pokedollars,
tm022,diamond-pearl,buy,3000,pokedollars,
tm022,gold-silver,sell,1500,pokedollars,
tm022,heartgold-soulsilver,buy,3000,pokedollars,
tm022,heartgold-soulsilver,sell,1500,pokedollars,
tm022,platinum,sell,1500,pokedollars,
tm022,platinum,buy,3000,pokedollars,
tm022,red-blue,sell,2500,pokedollars,
tm022,scarlet-violet,sell,3000,pokedollars,
tm022,sun-moon,buy,10000,pokedollars,
tm022,ultra-sun-ultra-moon,buy,10000,pokedollars,
tm022,yellow,sell,2500,pokedollars,
tm023,black-2-white-2,buy,18,battle-points,
tm023,black-white,buy,36,battle-points,
tm023,crystal,sell,1500,pokedollars,
tm023,diamond-pearl,sell,1500,pokedollars,
tm023,emerald,sell,1500,pokedollars,
tm023,firered-leafgreen,buy,3500,coins,
tm023,firered-leafgreen,sell,1500,pokedollars,
tm023,gold-silver,sell,1500,pokedollars,
tm023,heartgold-soulsilver,sell,1500,pokedollars,
tm023,platinum,sell,1500,pokedollars,
tm023,red-blue,buy,3300,coins,
tm023,red-blue,sell,2500,pokedollars,
tm023,ruby-sapphire,sell,1500,pokedollars,
tm023,scarlet-violet,buy,800,league-points,Requires crafting materials
tm023,scarlet-violet,sell,800,pokedollars,
tm023,sun-moon,buy,10000,pokedollars,
tm023,sword-shield,buy,10000,pokedollars,
tm023,x-y,buy,32,battle-points,
tm023,yellow,buy,3300,coins,
tm023,yellow,sell,2500,pokedollars,
tm024,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm024,brilliant-diamond-shining-pearl,buy,3000,pokedollars,
tm024,crystal,sell,1500,pokedollars,
tm024,diamond-pearl,sell,1500,pokedollars,
tm024,emerald,sell,1500,pokedollars,
tm024,gold-silver,sell,1500,pokedollars,
tm024,platinum,sell,1500,pokedollars,
tm024,red-blue,sell,1000,pokedollars,
tm024,ruby-sapphire,sell,1500,pokedollars,
tm024,scarlet-violet,sell,800,pokedollars,
tm024,yellow,sell,1000,pokedollars,
tm025,black-white,buy,70000,pokedollars,
tm025,diamond-pearl,buy,5500,pokedollars,
tm025,emerald,buy,5500,pokedollars,
tm025,gold-silver,buy,5500,coins,
tm025,red-blue,sell,2500,pokedollars,
tm025,ruby-sapphire,buy,5500,pokedollars,
tm025,scarlet-violet,sell,5000,pokedollars,
tm025,sun-moon,buy,30000,pokedollars,
tm025,sword-shield,buy,10000,pokedollars,
tm025,x-y,buy,70000,pokedollars,
tm026,diamond-pearl,sell,1500,pokedollars,
tm026,gold-silver,sell,1500,pokedollars,
tm026,red-blue,sell,2000,pokedollars,
tm026,ruby-sapphire,sell,1500,pokedollars,
tm028,firered-leafgreen,buy,2000,pokedollars,
tm028,firered-leafgreen,sell,1000,pokedollars,
tm028,lets-go-pikachu-lets-go-eevee,buy,30000,pokedollars,
tm028,red-blue,sell,1000,pokedollars,
tm028,scarlet-violet,sell,1500,pokedollars,
tm028,sword-shield,buy,100000,pokedollars,Battle Tower
tm028,x-y,buy,10000,pokedollars,
tm028,yellow,sell,1000,pokedollars,
tm029,brilliant-diamond-shining-pearl,buy,3000,pokedollars,
tm029,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm029,diamond-pearl,sell,1500,pokedollars,
tm029,gold-silver,sell,1000,pokedollars,
tm029,red-blue,sell,2000,pokedollars,
tm030,crystal,sell,1500,pokedollars,
tm030,emerald,sell,1500,pokedollars,
tm030,firered-leafgreen,buy,4500,coins,Rocket Game Corner
tm030,firered-leafgreen,sell,1500,pokedollars,
tm030,gold-silver,sell,1500,pokedollars,
tm030,red-blue,sell,500,pokedollars,
tm030,ruby-sapphire,sell,1500,pokedollars,
tm030,yellow,sell,500,pokedollars,
tm031,crystal,sell,1500,pokedollars,
tm031,gold-silver,sell,1500,pokedollars,
tm031,red-blue,sell,1000,pokedollars,
tm031,yellow,sell,1000,pokedollars,
tm032,brilliant-diamond-shining-pearl,sell,500,pokedollars,
tm032,brilliant-diamond-shining-pearl,buy,1000,pokedollars,
tm032,diamond-pearl,sell,500,pokedollars,
tm032,diamond-pearl,buy,4000,coins,
tm032,emerald,sell,1000,pokedollars,
tm032,emerald,buy,1500,coins,
tm032,gold-silver,buy,1500,coins,
tm032,gold-silver,sell,1000,pokedollars,
tm032,platinum,sell,500,pokedollars,
tm032,platinum,buy,4000,coins,
tm032,red-blue,buy,1000,pokedollars,
tm032,red-blue,sell,500,pokedollars,
tm032,ruby-sapphire,sell,1000,pokedollars,
tm032,ruby-sapphire,buy,1500,coins,
tm032,scarlet-violet,sell,200,pokedollars,
tm032,scarlet-violet,buy,200,league-points,Requires 3 Fletchling Feathers
tm032,sun-moon,buy,10000,pokedollars,
tm032,sword-shield,buy,10000,pokedollars,
tm033,black-2-white-2,buy,30000,pokedollars,
tm033,black-white,buy,30000,pokedollars,
tm033,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm033,brilliant-diamond-shining-pearl,buy,2000,pokedollars,
tm033,crystal,sell,1500,pokedollars,
tm033,crystal,buy,3000,pokedollars,
tm033,diamond-pearl,buy,2000,pokedollars,
tm033,diamond-pearl,sell,1000,pokedollars,
tm033,emerald,sell,1500,pokedollars,
tm033,emerald,buy,3000,pokedollars,
tm033,gold-silver,sell,1500,pokedollars,
tm033,gold-silver,buy,3000,pokedollars,
tm033,heartgold-soulsilver,sell,1000,pokedollars,
tm033,heartgold-soulsilver,buy,2000,pokedollars,
tm033,omega-ruby-alpha-sapphire,buy,10000,pokedollars,
tm033,platinum,sell,1000,pokedollars,
tm033,platinum,buy,2000,pokedollars,
tm033,red-blue,buy,1000,pokedollars,
tm033,red-blue,sell,500,pokedollars,
tm033,ruby-sapphire,sell,1500,pokedollars,
tm033,ruby-sapphire,buy,3000,pokedollars,
tm033,sun-moon,buy,10000,pokedollars,
tm033,sword-shield,buy,10000,pokedollars,
tm033,ultra-sun-ultra-moon,buy,10000,pokedollars,
tm033,x-y,buy,30000,pokedollars,
tm033,yellow,sell,500,pokedollars,
tm033,yellow,buy,1000,pokedollars,
tm034,crystal,sell,500,pokedollars,
tm034,diamond-pearl,sell,1500,pokedollars,
tm034,emerald,sell,1500,pokedollars,
tm034,gold-silver,sell,500,pokedollars,
tm034,platinum,sell,1500,pokedollars,
tm034,red-blue,sell,1000,pokedollars,
tm034,ruby-sapphire,sell,1500,pokedollars,
tm034,yellow,sell,1000,pokedollars,
tm035,brilliant-diamond-shining-pearl,buy,3000,pokedollars,
tm035,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm035,crystal,sell,500,pokedollars,
tm035,diamond-pearl,buy,10000,coins,
tm035,diamond-pearl,sell,1500,pokedollars,
tm035,emerald,buy,4000,coins,
tm035,emerald,sell,1500,pokedollars,
tm035,firered-leafgreen,buy,4000,coins,
tm035,firered-leafgreen,sell,1500,pokedollars,
tm035,gold-silver,sell,500,pokedollars,
tm035,heartgold-soulsilver,sell,1500,pokedollars,
tm035,heartgold-soulsilver,buy,10000,coins,
tm035,platinum,sell,1500,pokedollars,
tm035,platinum,buy,10000,coins,
tm035,red-blue,sell,2000,pokedollars,
tm035,ruby-sapphire,sell,1500,pokedollars,
tm035,ruby-sapphire,buy,4000,coins,
tm035,scarlet-violet,sell,800,pokedollars,
tm035,sword-shield,buy,10000,pokedollars,
tm035,yellow,sell,2000,pokedollars,
tm036,crystal,sell,500,pokedollars,
tm036,diamond-pearl,sell,1500,pokedollars,
tm036,emerald,sell,500,pokedollars,
tm036,firered-leafgreen,sell,500,pokedollars,
tm036,gold-silver,sell,500,pokedollars,
tm036,heartgold-soulsilver,sell,1500,pokedollars,
tm036,platinum,sell,1500,pokedollars,
tm036,red-blue,sell,1000,pokedollars,
tm036,ruby-sapphire,sell,500,pokedollars,
tm036,yellow,sell,1000,pokedollars,
tm037,crystal,sell,1000,pokedollars,
tm037,crystal,buy,2000,pokedollars,
tm037,gold-silver,buy,2000,pokedollars,
tm037,gold-silver,sell,1000,pokedollars,
tm037,red-blue,sell,1000,pokedollars,
tm037,red-blue,buy,2000,pokedollars,
tm037,yellow,buy,2000,pokedollars,
tm037,yellow,sell,1000,pokedollars,
tm038,black-white,buy,70000,pokedollars,
tm038,crystal,buy,5500,coins,Goldenrod Game Corner
tm038,crystal,sell,1000,pokedollars,
tm038,diamond-pearl,buy,5500,pokedollars,
tm038,diamond-pearl,sell,2750,pokedollars,
tm038,emerald,buy,5500,pokedollars,
tm038,emerald,sell,2750,pokedollars,
tm038,gold-silver,buy,5500,coins,Goldenrod Game Corner
tm038,gold-silver,sell,1000,pokedollars,
tm038,platinum,sell,2750,pokedollars,
tm038,platinum,buy,5500,pokedollars,
tm038,red-blue,sell,2500,pokedollars,
tm038,ruby-sapphire,sell,2750,pokedollars,
tm038,ruby-sapphire,buy,5500,pokedollars,
tm038,sun-moon,buy,30000,pokedollars,
tm038,ultra-sun-ultra-moon,buy,30000,pokedollars,
tm038,x-y,buy,70000,pokedollars,
tm038,yellow,sell,2500,pokedollars,
tm039,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm039,crystal,sell,1000,pokedollars,
tm039,diamond-pearl,sell,1000,pokedollars,
tm039,emerald,sell,1500,pokedollars,
tm039,firered-leafgreen,sell,1500,pokedollars,
tm039,gold-silver,sell,1000,pokedollars,
tm039,heartgold-soulsilver,sell,1000,pokedollars,
tm039,platinum,sell,1000,pokedollars,
tm039,red-blue,sell,1000,pokedollars,
tm039,ruby-sapphire,sell,1500,pokedollars,
tm039,scarlet-violet,sell,3000,pokedollars,
tm039,yellow,sell,1000,pokedollars,
tm040,crystal,sell,500,pokedollars,
tm040,diamond-pearl,sell,1500,pokedollars,
tm040,emerald,sell,1500,pokedollars,
tm040,gold-silver,sell,500,pokedollars,
tm040,platinum,sell,1500,pokedollars,
tm040,red-blue,sell,2000,pokedollars,
tm040,ruby-sapphire,sell,1500,pokedollars,
tm040,yellow,sell,2000,pokedollars,
tm041,crystal,buy,3000,pokedollars,
tm041,crystal,sell,1500,pokedollars,
tm041,diamond-pearl,sell,750,pokedollars,
tm041,emerald,sell,1500,pokedollars,
tm041,firered-leafgreen,sell,1500,pokedollars,
tm041,gold-silver,buy,3000,pokedollars,
tm041,gold-silver,sell,1500,pokedollars,
tm041,heartgold-soulsilver,buy,1500,pokedollars,
tm041,heartgold-soulsilver,sell,750,pokedollars,
tm041,platinum,sell,750,pokedollars,
tm041,red-blue,sell,1000,pokedollars,
tm041,ruby-sapphire,sell,1500,pokedollars,
tm041,scarlet-violet,sell,800,pokedollars,
tm041,sword-shield,buy,10000,pokedollars,
tm041,yellow,sell,1000,pokedollars,
tm042,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm042,crystal,sell,1500,pokedollars,
tm042,diamond-pearl,sell,1500,pokedollars,
tm042,emerald,sell,1500,pokedollars,
tm042,firered-leafgreen,sell,1500,pokedollars,
tm042,gold-silver,sell,1500,pokedollars,
tm042,omega-ruby-alpha-sapphire,buy,10000,pokedollars,
tm042,platinum,sell,1500,pokedollars,
tm042,red-blue,sell,1000,pokedollars,
tm042,ruby-sapphire,sell,1500,pokedollars,
tm042,scarlet-violet,sell,400,pokedollars,
tm042,sun-moon,buy,10000,pokedollars,
tm042,ultra-sun-ultra-moon,buy,10000,pokedollars,
tm042,yellow,sell,1000,pokedollars,
tm043,crystal,sell,500,pokedollars,
tm043,diamond-pearl,sell,1000,pokedollars,
tm043,emerald,sell,1500,pokedollars,
tm043,emerald,buy,3000,pokedollars,
tm043,firered-leafgreen,sell,1500,pokedollars,
tm043,firered-leafgreen,buy,3000,pokedollars,
tm043,gold-silver,sell,500,pokedollars,
tm043,heartgold-soulsilver,sell,1000,pokedollars,
tm043,platinum,sell,1000,pokedollars,
tm043,red-blue,sell,2500,pokedollars,
tm043,ruby-sapphire,sell,1500,pokedollars,
tm043,ruby-sapphire,buy,3000,pokedollars,
tm043,yellow,sell,2500,pokedollars,
tm044,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm044,brilliant-diamond-shining-pearl,buy,3000,pokedollars,
tm044,crystal,sell,1500,pokedollars,
tm044,diamond-pearl,buy,6000,coins,Game Corner
tm044,diamond-pearl,sell,1500,pokedollars,
tm044,emerald,sell,1500,pokedollars,
tm044,firered-leafgreen,sell,1500,pokedollars,
tm044,gold-silver,sell,1500,pokedollars,
tm044,heartgold-soulsilver,buy,6000,coins,Game Corner
tm044,heartgold-soulsilver,sell,1500,pokedollars,
tm044,platinum,sell,1500,pokedollars,
tm044,platinum,buy,6000,coins,Game Corner
tm044,red-blue,sell,1000,pokedollars,
tm044,ruby-sapphire,sell,1500,pokedollars,
tm044,scarlet-violet,sell,1500,pokedollars,
tm044,sun-moon,buy,1000,pokedollars,
tm044,sword-shield,buy,100000,pokedollars,Battle Tower
tm044,ultra-sun-ultra-moon,buy,1000,pokedollars,
tm044,yellow,sell,1000,pokedollars,
tm046,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm046,crystal,sell,1500,pokedollars,
tm046,diamond-pearl,sell,1000,pokedollars,
tm046,emerald,sell,1500,pokedollars,
tm046,firered-leafgreen,sell,1500,pokedollars,
tm046,gold-silver,sell,1500,pokedollars,
tm046,heartgold-soulsilver,sell,1000,pokedollars,
tm046,platinum,sell,1000,pokedollars,
tm046,red-blue,sell,2000,pokedollars,
tm046,ruby-sapphire,sell,1500,pokedollars,
tm046,scarlet-violet,buy,1500,league-points,Also requires crafting materials.
tm046,scarlet-violet,sell,1500,pokedollars,
tm046,sword-shield,buy,30000,pokedollars,
tm046,yellow,sell,2000,pokedollars,
tm047,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm047,crystal,sell,1500,pokedollars,
tm047,diamond-pearl,sell,1500,pokedollars,
tm047,emerald,sell,1500,pokedollars,
tm047,gold-silver,sell,1500,pokedollars,
tm047,heartgold-soulsilver,sell,1500,pokedollars,
tm047,omega-ruby-alpha-sapphire,buy,10000,pokedollars,
tm047,platinum,sell,1500,pokedollars,
tm047,red-blue,sell,1500,pokedollars,
tm047,ruby-sapphire,sell,1500,pokedollars,
tm047,scarlet-violet,sell,200,pokedollars,
tm047,sun-moon,buy,10000,pokedollars,
tm047,ultra-sun-ultra-moon,buy,10000,pokedollars,
tm047,yellow,sell,1500,pokedollars,
tm048,blue,sell,2000,pokedollars,
tm048,crystal,buy,3000,pokedollars,
tm048,gold,buy,3000,pokedollars,
tm048,red,sell,2000,pokedollars,
tm048,silver,buy,3000,pokedollars,
tm048,yellow,sell,2000,pokedollars,
tm049,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm049,crystal,sell,1500,pokedollars,
tm049,diamond-pearl,sell,750,pokedollars,
tm049,emerald,sell,1500,pokedollars,
tm049,gold-silver,sell,1500,pokedollars,
tm049,heartgold-soulsilver,sell,750,pokedollars,
tm049,platinum,sell,750,pokedollars,
tm049,red-blue,sell,2000,pokedollars,
tm049,ruby-sapphire,sell,1500,pokedollars,
tm049,scarlet-violet,sell,3000,pokedollars,
tm049,yellow,sell,2000,pokedollars,
tm050,crystal,sell,1000,pokedollars,
tm050,diamond-pearl,sell,2750,pokedollars,
tm050,emerald,sell,1500,pokedollars,
tm050,gold-silver,sell,1000,pokedollars,
tm050,heartgold-soulsilver,sell,2750,pokedollars,
tm050,platinum,sell,2750,pokedollars,
tm050,red-blue,sell,1000,pokedollars,
tm050,red-blue,buy,7700,coins,Rocket Game Corner
tm050,ruby-sapphire,sell,1500,pokedollars,
tm050,scarlet-violet,sell,3000,pokedollars,
tm050,scarlet-violet,buy,3000,league-points,TM Machine crafting cost
tm050,sword-shield,buy,10000,pokedollars,
tm050,x-y,buy,80000,pokedollars,
tm050,yellow,buy,7700,coins,Rocket Game Corner
tm050,yellow,sell,1000,pokedollars,
tm051,black-2-white-2,buy,24,battle-points,Battle Subway / Pokémon World Tournament
tm051,black-white,buy,48,battle-points,Battle Subway
tm051,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm051,diamond-pearl,sell,1000,pokedollars,
tm051,heartgold-soulsilver,sell,1000,pokedollars,
tm051,platinum,sell,1000,pokedollars,
tm051,scarlet-violet,sell,3000,pokedollars,
tm051,scarlet-violet,buy,3000,league-points,TM Machine
tm051,sun-moon,buy,10000,pokedollars,Malie City
tm051,ultra-sun-ultra-moon,buy,10000,pokedollars,Konikoni City
tm051,x-y,buy,32,battle-points,Battle Maison
tm052,brilliant-diamond-shining-pearl,sell,2750,pokedollars,
tm052,brilliant-diamond-shining-pearl,buy,5500,pokedollars,
tm052,diamond-pearl,buy,5500,pokedollars,
tm052,diamond-pearl,sell,2750,pokedollars,
tm052,heartgold-soulsilver,buy,5500,pokedollars,
tm052,heartgold-soulsilver,sell,2750,pokedollars,
tm052,omega-ruby-alpha-sapphire,buy,30000,pokedollars,
tm052,platinum,buy,5500,pokedollars,
tm052,platinum,sell,2750,pokedollars,
tm052,sun-moon,buy,30000,pokedollars,
tm052,sword-shield,buy,100000,pokedollars,
tm052,ultra-sun-ultra-moon,buy,30000,pokedollars,
tm052,x-y,buy,70000,pokedollars,
tm053,diamond-pearl,buy,64,battle-points,
tm053,diamond-pearl,sell,1500,pokedollars,
tm053,heartgold-soulsilver,buy,64,battle-points,
tm053,heartgold-soulsilver,sell,1500,pokedollars,
tm053,platinum,sell,1500,pokedollars,
tm053,platinum,buy,64,battle-points,
tm053,scarlet-violet,sell,3000,pokedollars,
tm053,scarlet-violet,buy,3000,league-points,Requires Chewtle Claw ×3 and Heracross Claw ×3.
tm054,brilliant-diamond-shining-pearl,buy,2000,pokedollars,
tm054,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm054,diamond-pearl,sell,1000,pokedollars,
tm054,diamond-pearl,buy,2000,pokedollars,
tm054,heartgold-soulsilver,sell,1000,pokedollars,
tm054,heartgold-soulsilver,buy,2000,pokedollars,
tm055,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm055,diamond-pearl,sell,1500,pokedollars,
tm055,heartgold-soulsilver,buy,3000,pokedollars,
tm055,heartgold-soulsilver,sell,1500,pokedollars,
tm055,platinum,sell,1500,pokedollars,
tm055,scarlet-violet,sell,5000,pokedollars,
tm055,sword-shield,buy,10000,pokedollars,
tm056,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm056,diamond-pearl,sell,1000,pokedollars,
tm056,heartgold-soulsilver,sell,1000,pokedollars,
tm056,platinum,sell,1000,pokedollars,
tm056,scarlet-violet,sell,3000,pokedollars,
tm057,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm057,diamond-pearl,sell,1500,pokedollars,
tm057,heartgold-soulsilver,sell,1500,pokedollars,
tm057,omega-ruby-alpha-sapphire,buy,10000,pokedollars,
tm057,platinum,sell,1500,pokedollars,
tm057,scarlet-violet,sell,400,pokedollars,
tm059,diamond-pearl,buy,80,battle-points,
tm059,diamond-pearl,sell,1500,pokedollars,
tm059,heartgold-soulsilver,buy,80,battle-points,
tm059,heartgold-soulsilver,sell,1500,pokedollars,
tm059,platinum,buy,80,battle-points,
tm059,platinum,sell,1500,pokedollars,
tm059,scarlet-violet,sell,5000,pokedollars,
tm059,scarlet-violet,buy,5000,league-points,TM Machine crafting cost
tm059,sword-shield,buy,100000,pokedollars,
tm060,diamond-pearl,sell,1500,pokedollars,
tm060,heartgold-soulsilver,sell,1500,pokedollars,
tm060,platinum,sell,1500,pokedollars,
tm060,scarlet-violet,sell,3000,pokedollars,
tm060,sword-shield,buy,30000,pokedollars,
tm061,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm061,brilliant-diamond-shining-pearl,buy,32,battle-points,Battle Tower
tm061,diamond-pearl,buy,32,battle-points,Battle Tower/Frontier
tm061,diamond-pearl,sell,1000,pokedollars,
tm061,heartgold-soulsilver,buy,32,battle-points,Battle Frontier
tm061,heartgold-soulsilver,sell,1000,pokedollars,
tm061,platinum,buy,32,battle-points,Battle Tower/Frontier
tm061,platinum,sell,1000,pokedollars,
tm061,scarlet-violet,buy,3000,league-points,TM Machine
tm061,scarlet-violet,sell,3000,pokedollars,
tm061,sword-shield,buy,30000,pokedollars,Wyndon
tm062,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm062,diamond-pearl,sell,1500,pokedollars,
tm062,heartgold-soulsilver,sell,1500,pokedollars,
tm062,platinum,sell,1500,pokedollars,
tm062,scarlet-violet,sell,3000,pokedollars,
tm062,sword-shield,buy,30000,pokedollars,
tm063,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm063,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
tm063,brilliant-diamond-shining-pearl,buy,2000,pokedollars,
tm063,diamond-pearl,buy,2000,coins,Game Corner
tm063,diamond-pearl,sell,1000,pokedollars,
tm063,diamond-pearl,sell,1000,pokedollars,
tm063,heartgold-soulsilver,sell,1000,pokedollars,
tm063,heartgold-soulsilver,buy,2000,coins,Game Corner
tm063,heartgold-soulsilver,sell,1000,pokedollars,
tm063,platinum,sell,1000,pokedollars,
tm063,platinum,sell,1000,pokedollars,
tm063,platinum,buy,2000,coins,Game Corner
tm063,scarlet-violet,sell,10000,pokedollars,
tm063,sword-shield,buy,50000,pokedollars,
tm064,brilliant-diamond-shining-pearl,sell,3750,pokedollars,
tm064,diamond-pearl,sell,3750,pokedollars,
tm064,heartgold-soulsilver,sell,3750,pokedollars,
tm064,platinum,sell,3750,pokedollars,
tm064,scarlet-violet,sell,3000,pokedollars,
tm065,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm065,diamond-pearl,sell,1500,pokedollars,
tm065,heartgold-soulsilver,sell,1500,pokedollars,
tm065,platinum,sell,1500,pokedollars,
tm065,scarlet-violet,sell,5000,pokedollars,
tm065,sun-moon,buy,10000,pokedollars,
tm065,ultra-sun-ultra-moon,buy,10000,pokedollars,
tm066,brilliant-diamond-shining-pearl,sell,1500,pokedollars,
tm066,diamond-pearl,sell,1500,pokedollars,
tm066,heartgold-soulsilver,sell,1500,pokedollars,
tm066,platinum,sell,1500,pokedollars,
tm066,scarlet-violet,sell,5000,pokedollars,
tm066,sun-moon,buy,10000,pokedollars,
tm066,sword-shield,buy,30000,pokedollars,
tm067,brilliant-diamond-shining-pearl,sell,500,pokedollars,
tm067,diamond-pearl,sell,500,pokedollars,
tm067,heartgold-soulsilver,sell,500,pokedollars,
tm067,platinum,sell,500,pokedollars,
tm067,scarlet-violet,sell,5000,pokedollars,
tm067,sword-shield,buy,30000,pokedollars,
