move_id,version_identifier,flavor_text
542,black-white,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.
542,lets-go-pikachu-lets-go-eevee,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
542,omega-ruby-alpha-sapphire,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
542,sun-moon,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
542,sword-shield,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
542,ultra-sun-ultra-moon,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
542,x-y,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
543,black-2-white-2,"The user charges its head into its target, using its powerful guard hair. It also damages the user a little."
543,black-white,"The user charges its head into its target, using its powerful guard hair. It also damages the user a little."
543,lets-go-pikachu-lets-go-eevee,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
543,omega-ruby-alpha-sapphire,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
543,sun-moon,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
543,sword-shield,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
543,ultra-sun-ultra-moon,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
543,x-y,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
544,black-2-white-2,The user attacks by throwing two steel gears at its target.
544,black-white,The user attacks by throwing two steel gears at its target.
544,lets-go-pikachu-lets-go-eevee,The user attacks by throwing steel gears at its target twice.
544,omega-ruby-alpha-sapphire,The user attacks by throwing steel gears at its target twice.
544,sun-moon,The user attacks by throwing steel gears at its target twice.
544,sword-shield,The user attacks by throwing steel gears at its target twice.
544,ultra-sun-ultra-moon,The user attacks by throwing steel gears at its target twice.
544,x-y,The user attacks by throwing steel gears at its target twice.
545,black-2-white-2,An inferno of scarlet flames torches everything around the user. It may leave targets with a burn.
545,black-white,An inferno of scarlet flames torches everything around the user. It may leave targets with a burn.
545,lets-go-pikachu-lets-go-eevee,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.
545,omega-ruby-alpha-sapphire,The user torches everything around it with an inferno of scarlet flames. This may also leave those hit with a burn.
545,sun-moon,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.
545,sword-shield,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.
545,ultra-sun-ultra-moon,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.
545,x-y,The user torches everything around it with an inferno of scarlet flames. This may also leave those hit with a burn.
546,black-2-white-2,The user fires a beam of light at its target. The type changes depending on the Drive the user holds.
546,black-white,The user fires a beam of light at its target. The type changes depending on the Drive the user holds.
546,lets-go-pikachu-lets-go-eevee,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.
546,omega-ruby-alpha-sapphire,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.
546,sun-moon,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.
546,sword-shield,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.
546,ultra-sun-ultra-moon,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.
546,x-y,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.
547,black-2-white-2,The user sings an ancient song and attacks by appealing to the hearts of those listening. It may also induce sleep.
547,black-white,The user sings an ancient song and attacks by appealing to the hearts of those listening. It may also induce sleep.
547,lets-go-pikachu-lets-go-eevee,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
547,omega-ruby-alpha-sapphire,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
547,sun-moon,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
547,sword-shield,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
547,ultra-sun-ultra-moon,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
547,x-y,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
548,black-2-white-2,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
548,black-white,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
548,lets-go-pikachu-lets-go-eevee,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
548,omega-ruby-alpha-sapphire,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
548,sun-moon,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
548,sword-shield,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
548,ultra-sun-ultra-moon,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
548,x-y,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
549,black-2-white-2,The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets’ Speed stat.
549,black-white,The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets’ Speed stat.
549,lets-go-pikachu-lets-go-eevee,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat.
549,omega-ruby-alpha-sapphire,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat.
549,sun-moon,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat.
549,sword-shield,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stats.
549,ultra-sun-ultra-moon,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat.
549,x-y,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat.
550,black-2-white-2,"The user charges its target, surrounding itself with a great amount of electricity. It may leave the target with paralysis."
550,black-white,"The user charges its target, surrounding itself with a great amount of electricity. It may leave the target with paralysis."
550,lets-go-pikachu-lets-go-eevee,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.
550,omega-ruby-alpha-sapphire,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.
550,sun-moon,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.
550,sword-shield,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.
550,ultra-sun-ultra-moon,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.
550,x-y,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.
551,black-2-white-2,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. It may leave the target with a burn."
551,black-white,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. It may leave the target with a burn."
551,lets-go-pikachu-lets-go-eevee,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
551,omega-ruby-alpha-sapphire,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
551,sun-moon,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
551,sword-shield,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
551,ultra-sun-ultra-moon,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
551,x-y,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
552,black-2-white-2,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat."
552,black-white,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat."
552,lets-go-pikachu-lets-go-eevee,"Cloaked in flames, the user dances and flaps its wings. This may also raise the user’s Sp. Atk stat."
552,omega-ruby-alpha-sapphire,"Cloaked in flames, the user dances and flaps its wings. This may also raise the user’s Sp. Atk stat."
552,sun-moon,"Cloaked in flames, the user dances and flaps its wings. This may also raise the user’s Sp. Atk stat."
552,sword-shield,"Cloaked in flames, the user attacks the target by dancing and flapping its wings. This may also raise the user’s Sp. Atk stat."
552,ultra-sun-ultra-moon,"Cloaked in flames, the user dances and flaps its wings. This may also raise the user’s Sp. Atk stat."
552,x-y,"Cloaked in flames, the user dances and flaps its wings. This may also raise the user’s Sp. Atk stat."
553,black-2-white-2,"On the second turn, the user hits the target with electrically charged ice. It may leave the target with paralysis."
553,black-white,"On the second turn, the user hits the target with electrically charged ice. It may leave the target with paralysis."
553,lets-go-pikachu-lets-go-eevee,"On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
553,omega-ruby-alpha-sapphire,"On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
553,sun-moon,"On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
553,sword-shield,"On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
553,ultra-sun-ultra-moon,"On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
553,x-y,"On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
554,black-2-white-2,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
554,black-white,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
554,lets-go-pikachu-lets-go-eevee,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
554,omega-ruby-alpha-sapphire,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
554,sun-moon,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
554,sword-shield,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
554,ultra-sun-ultra-moon,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
554,x-y,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
555,black-2-white-2,"The user yells as if it is ranting about something, making the targets’ Sp. Atk stat decrease."
555,black-white,"The user yells as if it is ranting about something, making the target’s Sp. Atk stat decrease."
555,lets-go-pikachu-lets-go-eevee,"The user yells as if it’s ranting about something, which lowers the Sp. Atk stat of opposing Pokémon."
555,omega-ruby-alpha-sapphire,"The user yells as if it’s ranting about something, which lowers the Sp. Atk stat of opposing Pokémon."
555,sun-moon,"The user yells as if it’s ranting about something, which lowers the Sp. Atk stat of opposing Pokémon."
555,sword-shield,"The user yells as if it’s ranting about something, which lowers the Sp. Atk stats of opposing Pokémon."
555,ultra-sun-ultra-moon,"The user yells as if it’s ranting about something, which lowers the Sp. Atk stat of opposing Pokémon."
555,x-y,"The user yells as if it’s ranting about something, which lowers the Sp. Atk stat of opposing Pokémon."
556,black-2-white-2,The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.
556,black-white,The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.
556,lets-go-pikachu-lets-go-eevee,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
556,omega-ruby-alpha-sapphire,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
556,sun-moon,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
556,sword-shield,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
556,ultra-sun-ultra-moon,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
556,x-y,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
557,black-2-white-2,"With a hot flame on its forehead, the user hurls itself at its target. It lowers the user’s Defense, Sp. Def, and Speed stats."
557,black-white,"With a hot flame on its forehead, the user hurls itself at its target. It lowers the user’s Defense, Sp. Def, and Speed stats."
557,lets-go-pikachu-lets-go-eevee,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
557,omega-ruby-alpha-sapphire,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
557,sun-moon,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
557,sword-shield,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
557,ultra-sun-ultra-moon,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
557,x-y,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
558,black-2-white-2,The user brings down a giant flame. This attack does greater damage when influenced by an enormous thunderbolt.
558,black-white,The user brings down a giant flame. This attack does greater damage when influenced by an enormous thunderbolt.
558,lets-go-pikachu-lets-go-eevee,The user brings down a giant flame. This move’s power is increased when influenced by an enormous lightning bolt.
558,omega-ruby-alpha-sapphire,The user brings down a giant flame. This move is more powerful when influenced by an enormous thunderbolt.
558,sun-moon,The user brings down a giant flame. This move’s power is increased when influenced by an enormous lightning bolt.
558,sword-shield,The user brings down a giant flame. This move’s power is increased when influenced by an enormous lightning bolt.
558,ultra-sun-ultra-moon,The user brings down a giant flame. This move’s power is increased when influenced by an enormous lightning bolt.
558,x-y,The user brings down a giant flame. This move is more powerful when influenced by an enormous thunderbolt.
559,black-2-white-2,The user throws down a giant thunderbolt. This attack does greater damage when influenced by an enormous flame.
559,black-white,The user throws down a giant thunderbolt. This attack does greater damage when influenced by an enormous flame.
559,lets-go-pikachu-lets-go-eevee,The user throws down a giant lightning bolt. This move’s power is increased when influenced by an enormous flame.
559,omega-ruby-alpha-sapphire,The user throws down a giant thunderbolt. This move is more powerful when influenced by an enormous flame.
559,sun-moon,The user throws down a giant lightning bolt. This move’s power is increased when influenced by an enormous flame.
559,sword-shield,The user throws down a giant lightning bolt. This move’s power is increased when influenced by an enormous flame.
559,ultra-sun-ultra-moon,The user throws down a giant lightning bolt. This move’s power is increased when influenced by an enormous flame.
559,x-y,The user throws down a giant thunderbolt. This move is more powerful when influenced by an enormous flame.
560,lets-go-pikachu-lets-go-eevee,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
560,omega-ruby-alpha-sapphire,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
560,sun-moon,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
560,sword-shield,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
560,ultra-sun-ultra-moon,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
560,x-y,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
561,lets-go-pikachu-lets-go-eevee,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
561,omega-ruby-alpha-sapphire,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
561,sun-moon,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
561,sword-shield,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
561,ultra-sun-ultra-moon,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
561,x-y,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
562,lets-go-pikachu-lets-go-eevee,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
562,omega-ruby-alpha-sapphire,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
562,sun-moon,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
562,sword-shield,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
562,ultra-sun-ultra-moon,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
562,x-y,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
563,lets-go-pikachu-lets-go-eevee,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon."
563,omega-ruby-alpha-sapphire,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon."
563,sun-moon,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon."
563,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
563,ultra-sun-ultra-moon,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon."
563,x-y,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon."
564,lets-go-pikachu-lets-go-eevee,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle."
564,omega-ruby-alpha-sapphire,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle."
564,sun-moon,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle."
564,sword-shield,"The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle."
564,ultra-sun-ultra-moon,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle."
564,x-y,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle."
565,lets-go-pikachu-lets-go-eevee,"When the user knocks out a target with this move, the user’s Attack stat rises drastically."
565,omega-ruby-alpha-sapphire,"When the user knocks out a target with this move, the user’s Attack stat rises sharply."
565,sun-moon,"When the user knocks out a target with this move, the user’s Attack stat rises drastically."
565,sword-shield,"When the user knocks out a target with this move, the user’s Attack stat rises drastically."
565,ultra-sun-ultra-moon,"When the user knocks out a target with this move, the user’s Attack stat rises drastically."
565,x-y,"When the user knocks out a target with this move, the user’s Attack stat rises sharply."
566,lets-go-pikachu-lets-go-eevee,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
566,omega-ruby-alpha-sapphire,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
566,sun-moon,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
566,sword-shield,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
566,ultra-sun-ultra-moon,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
566,x-y,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
567,lets-go-pikachu-lets-go-eevee,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
567,omega-ruby-alpha-sapphire,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
567,sun-moon,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
567,sword-shield,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
567,ultra-sun-ultra-moon,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
567,x-y,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
568,lets-go-pikachu-lets-go-eevee,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
568,omega-ruby-alpha-sapphire,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
568,sun-moon,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
568,sword-shield,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
568,ultra-sun-ultra-moon,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
568,x-y,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
569,lets-go-pikachu-lets-go-eevee,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
569,omega-ruby-alpha-sapphire,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
569,sun-moon,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
569,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
569,ultra-sun-ultra-moon,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
569,x-y,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
570,lets-go-pikachu-lets-go-eevee,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
570,omega-ruby-alpha-sapphire,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
570,sun-moon,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
570,sword-shield,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
570,ultra-sun-ultra-moon,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
570,x-y,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
571,lets-go-pikachu-lets-go-eevee,The user puts a forest curse on the target. The target is now Grass type as well.
571,omega-ruby-alpha-sapphire,The user puts a forest curse on the target. Afflicted targets are now Grass type as well.
571,sun-moon,The user puts a forest curse on the target. The target is now Grass type as well.
571,sword-shield,The user puts a forest curse on the target. The target is now Grass type as well.
571,ultra-sun-ultra-moon,The user puts a forest curse on the target. The target is now Grass type as well.
571,x-y,The user puts a forest curse on the target. Afflicted targets are now Grass type as well.
572,lets-go-pikachu-lets-go-eevee,The user stirs up a violent petal blizzard and attacks everything around it.
572,omega-ruby-alpha-sapphire,The user stirs up a violent petal blizzard and attacks everything around it.
572,sun-moon,The user stirs up a violent petal blizzard and attacks everything around it.
572,sword-shield,The user stirs up a violent petal blizzard and attacks everything around it.
572,ultra-sun-ultra-moon,The user stirs up a violent petal blizzard and attacks everything around it.
572,x-y,The user stirs up a violent petal blizzard and attacks everything around it.
573,lets-go-pikachu-lets-go-eevee,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
573,omega-ruby-alpha-sapphire,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
573,sun-moon,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
573,sword-shield,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
573,ultra-sun-ultra-moon,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
573,x-y,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
574,lets-go-pikachu-lets-go-eevee,"Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
574,omega-ruby-alpha-sapphire,"Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
574,sun-moon,"Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
574,sword-shield,"Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
574,ultra-sun-ultra-moon,"Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
574,x-y,"Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
575,lets-go-pikachu-lets-go-eevee,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
575,omega-ruby-alpha-sapphire,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
575,sun-moon,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
575,sword-shield,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
575,ultra-sun-ultra-moon,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
575,x-y,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
576,lets-go-pikachu-lets-go-eevee,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
576,omega-ruby-alpha-sapphire,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
576,sun-moon,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
576,sword-shield,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
576,ultra-sun-ultra-moon,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
576,x-y,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
577,lets-go-pikachu-lets-go-eevee,The user steals the target’s HP with a kiss. The user’s HP is restored by over half of the damage taken by the target.
577,omega-ruby-alpha-sapphire,The user steals the target’s energy with a kiss. The user’s HP is restored by over half of the damage taken by the target.
577,sun-moon,The user steals the target’s HP with a kiss. The user’s HP is restored by over half of the damage taken by the target.
577,sword-shield,The user steals the target’s HP with a kiss. The user’s HP is restored by over half of the damage taken by the target.
577,ultra-sun-ultra-moon,The user steals the target’s HP with a kiss. The user’s HP is restored by over half of the damage taken by the target.
577,x-y,The user steals the target’s energy with a kiss. The user’s HP is restored by over half of the damage taken by the target.
578,lets-go-pikachu-lets-go-eevee,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
578,omega-ruby-alpha-sapphire,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
578,sun-moon,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
578,sword-shield,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
578,ultra-sun-ultra-moon,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
578,x-y,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
579,lets-go-pikachu-lets-go-eevee,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
579,omega-ruby-alpha-sapphire,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
579,sun-moon,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
579,sword-shield,The user raises the Defense stats of all Grass-type Pokémon in battle with a mysterious power.
579,ultra-sun-ultra-moon,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
579,x-y,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
580,lets-go-pikachu-lets-go-eevee,The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.
580,omega-ruby-alpha-sapphire,The user turns the ground under everyone’s feet to grass for five turns. This restores the HP of Pokémon on the ground a little every turn.
580,sun-moon,The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass type-moves.
580,sword-shield,The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.
580,ultra-sun-ultra-moon,The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass type-moves.
580,x-y,The user turns the ground under everyone’s feet to grass for five turns. This restores the HP of Pokémon on the ground a little every turn.
581,lets-go-pikachu-lets-go-eevee,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.
581,omega-ruby-alpha-sapphire,The user covers the ground under everyone’s feet with mist for five turns. This protects Pokémon on the ground from status conditions.
581,sun-moon,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.
581,sword-shield,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.
581,ultra-sun-ultra-moon,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.
581,x-y,The user covers the ground under everyone’s feet with mist for five turns. This protects Pokémon on the ground from status conditions.
582,lets-go-pikachu-lets-go-eevee,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
582,omega-ruby-alpha-sapphire,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
582,sun-moon,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
582,sword-shield,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
582,ultra-sun-ultra-moon,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
582,x-y,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
583,lets-go-pikachu-lets-go-eevee,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
583,omega-ruby-alpha-sapphire,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
583,sun-moon,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
583,sword-shield,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
583,ultra-sun-ultra-moon,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
583,x-y,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
584,lets-go-pikachu-lets-go-eevee,The user stirs up a fairy wind and strikes the target with it.
584,omega-ruby-alpha-sapphire,The user stirs up a fairy wind and strikes the target with it.
